,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to999,2000_to_9999,greater_than0000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per000,num_crimes95,num_crimes96
1729,4055,74,45.61643835616438,F,4055,3353,OWNER,1974671.0,8585.526086956525,230.0,10616.0,414.0,160.49285714285716,6086.199999999998,,14.600000000000005,,14254.549549549549,23.0,23.0,28.0,22.0,,23.0,,111.0,13803.490410958906,11465.0,6020.628758169927,73.0,4.0,153.0,497855.5,5296.33510638298,94.0,1974671.0,8585.526086956525,230.0,0.38828270349715743,,17174.2,4293.55,4.0,10616.0,414.0,,6086.2,58.0,1.0,1.0,,1.0,1.0,74,MONTHLY,1334,5656.0,146064.0,24.0,6086.0,C,1500.0,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
667,7772,1,22.019178082191786,F,7772,6440,OWNER,1441478.0000000012,9941.227586206904,145.0,,,191.912,2881.0,,14.6,,16299.848837209302,,,25.0,12.0,,22.0,,86.0,12384.454237288137,12110.2,7759.121052631574,59.0,10.0,76.0,377435.3999999999,5806.698461538461,65.0,1441478.0000000012,9941.227586206904,145.0,0.3855941874114385,,2881.0,2881.0,1.0,,,,2881.0,,,,,1.0,,1,MONTHLY,1400,6310.0,34572.0,12.0,2881.0,A,1628.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1679,2302,74,41.958904109589035,M,2302,1896,OWNER,3984612.800000003,10740.196226415104,371.0,9463.0,,177.11935483870968,,,14.600000000000017,,17876.71727748691,59.0,,62.0,,,59.0,,191.0,12610.077987421384,12833.2,9164.744554455456,159.0,10.0,202.0,299112.8,5069.70847457627,59.0,2690126.700000002,11696.203043478272,230.0,0.3848579110327904,0.8734942345347086,11254.5,5627.25,2.0,9463.0,,1791.5,,,1.0,,1.0,,,74,MONTHLY,277,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4946,352,56,58.386301369863006,M,352,290,OWNER,4172353.100000002,8497.664154786155,491.0,2653.0,,205.50166666666652,2577.0,,14.600000000000017,,14290.279411764706,56.0,,60.0,48.0,,55.0,,272.0,13154.894374999998,12671.484848484848,5534.936241610743,160.0,33.0,298.0,409985.7,4823.361176470587,85.0,2023107.1000000013,6952.2580756013795,291.0,0.3828905283401172,0.7071499783119455,8504.0,2834.666666666666,3.0,2653.0,,,2577.0,3274.0,1.0,,,1.0,1.0,56,MONTHLY,335,5032.0,123696.0,48.0,2577.0,A,671.0,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
647,6033,1,32.62191780821918,M,6033,4994,OWNER,2100329.3000000007,10195.773300970877,206.0,,,224.29117647058825,7178.799999999997,,30.0,,16300.491379310344,,,34.0,28.0,,28.0,,116.0,12401.533720930234,11486.894736842105,8074.716831683173,86.0,19.0,101.0,491085.29999999993,7329.631343283581,67.0,2100329.3000000007,10195.773300970877,206.0,0.3826171312112184,,7178.8,7178.8,1.0,,,,7178.8,,,,,1.0,,1,WEEKLY,1105,6012.0,258444.0,36.0,7179.0,C,1310.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
481,3576,1,59.841095890410955,F,3576,2962,OWNER,4846354.799999997,11484.253080568711,422.0,,,223.830303030303,2604.5,,14.600000000000017,,16899.478873239437,,,66.0,12.0,,60.0,,284.0,14875.547560975609,13991.75,8936.680672268922,164.0,20.0,238.0,507721.5999999999,9402.25185185185,54.0,2062043.600000001,10058.749268292688,205.0,0.3789846465123885,1.2286845750176871,2604.5,2604.5,1.0,,,,2604.5,,,,,1.0,,1,MONTHLY,149,5576.0,31248.0,12.0,2604.0,A,719.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4718,6545,66,20.326027397260273,F,6545,5422,DISPONENT,4686627.199999996,9763.806666666658,480.0,832.0,1435.0,192.23529411764702,6148.0,,14.600000000000017,,17038.910505836582,47.0,47.0,51.0,31.0,,47.0,,257.0,16869.49285714285,13443.947368421052,6446.925856697827,140.0,19.0,321.0,422310.3999999999,4540.972043010752,93.0,3200992.200000002,9171.897421203443,349.0,0.3775045374516755,0.8288209207102839,10735.0,2683.75,4.0,832.0,1435.0,,6148.0,2320.0,1.0,1.0,,1.0,1.0,66,MONTHLY,659,6109.0,368880.0,60.0,6148.0,C,1249.0,,,,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
4717,6544,66,24.427397260273967,M,6544,5422,OWNER,4686627.199999996,9763.806666666658,480.0,832.0,1435.0,192.23529411764702,6148.0,,14.600000000000017,,17038.910505836582,47.0,47.0,51.0,31.0,,47.0,,257.0,16869.49285714285,13443.947368421052,6446.925856697827,140.0,19.0,321.0,422310.3999999999,4540.972043010752,93.0,3200992.200000002,9171.897421203443,349.0,0.3775045374516755,0.8288209207102839,10735.0,2683.75,4.0,832.0,1435.0,,6148.0,2320.0,1.0,1.0,,1.0,1.0,66,MONTHLY,659,6109.0,368880.0,60.0,6148.0,C,1249.0,,,,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
2912,5056,67,41.934246575342456,F,5056,4195,OWNER,5112269.699999996,14606.484857142848,350.0,,,238.34464285714282,,,14.600000000000017,,21242.225,,,56.0,,,54.0,,240.0,17091.949006622508,10873.526315789471,12915.491111111123,151.0,19.0,180.0,593090.2999999998,9884.83833333333,60.0,3393200.3000000017,15080.890222222231,225.0,0.3760225320494551,1.4348767093179682,,,,,,,,,,,,,,67,MONTHLY,505,,,,,,,,,,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079
4143,5472,53,42.673972602739724,M,5472,4537,OWNER,1810169.7,11529.743312101911,157.0,,,244.05862068965519,,,30.0,,18022.52,,,29.0,,,28.0,,100.0,13493.372463768113,11795.666666666664,9926.35294117647,69.0,3.0,85.0,302393.60000000003,6047.8719999999985,50.0,1810169.7,11529.743312101911,157.0,0.37482505624664014,,1352.1,1352.1,1.0,,,1352.1,,,,,1.0,,,53,WEEKLY,1294,,,,,,,,,,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
606,4597,1,46.65205479452055,F,4597,3815,OWNER,1852158.0000000016,11225.20000000001,165.0,,,179.21875000000009,,,14.600000000000007,,17922.18446601942,,,32.0,,,30.0,,103.0,13966.044776119405,9324.583333333334,9355.09302325581,67.0,12.0,86.0,320283.7,6536.402040816327,49.0,1852158.0000000016,11225.20000000001,165.0,0.3727656780211385,,3162.4,3162.4,1.0,,,3162.4,,,,,1.0,,,1,MONTHLY,1178,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1014,5367,60,19.586301369863012,M,5367,4448,DISPONENT,4689696.799999999,10880.967053364266,431.0,,,259.67384615384617,5353.5,,14.600000000000017,,16589.688888888893,,,65.0,36.0,,60.0,,270.0,13542.209090909097,12313.071428571433,8640.977973568293,176.0,28.0,227.0,486365.0999999999,7152.427941176468,68.0,2741953.7000000025,11237.515163934437,244.0,0.3723143731545136,1.034025103382397,5353.5,5353.5,1.0,,,,5353.5,,,,,1.0,,60,MONTHLY,152,5887.0,192744.0,36.0,5354.0,A,640.0,,,,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
1013,5366,60,27.301369863013697,F,5366,4448,OWNER,4689696.799999999,10880.967053364266,431.0,,,259.67384615384617,5353.5,,14.600000000000017,,16589.688888888893,,,65.0,36.0,,60.0,,270.0,13542.209090909097,12313.071428571433,8640.977973568293,176.0,28.0,227.0,486365.0999999999,7152.427941176468,68.0,2741953.7000000025,11237.515163934437,244.0,0.3723143731545136,1.034025103382397,5353.5,5353.5,1.0,,,,5353.5,,,,,1.0,,60,MONTHLY,152,5887.0,192744.0,36.0,5354.0,A,640.0,781.0,classic,1648.0,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
3068,5108,50,54.64931506849314,M,5108,4237,DISPONENT,3698294.3000000035,13851.289513108628,267.0,,,202.13728813559325,,,14.600000000000017,,22892.434782608696,,,59.0,,,47.0,,161.0,14909.512800000004,13656.611111111111,12812.79193548388,125.0,18.0,124.0,455340.6999999998,11982.649999999996,38.0,2482918.0000000037,15139.74390243904,164.0,0.3714691052702209,1.28465203728245,1960.5,1960.5,1.0,,,1960.5,,,,,1.0,,,18,MONTHLY,332,,,,,,,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
3067,5107,50,51.273972602739725,F,5107,4237,OWNER,3698294.3000000035,13851.289513108628,267.0,,,202.13728813559325,,,14.600000000000017,,22892.434782608696,,,59.0,,,47.0,,161.0,14909.512800000004,13656.611111111111,12812.79193548388,125.0,18.0,124.0,455340.6999999998,11982.649999999996,38.0,2482918.0000000037,15139.74390243904,164.0,0.3714691052702209,1.28465203728245,1960.5,1960.5,1.0,,,1960.5,,,,,1.0,,,18,MONTHLY,332,,,,,,,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
77,120,1,22.66027397260273,M,120,99,OWNER,2513972.100000004,10136.984274193559,248.0,4503.0,,176.04146341463414,,,14.600000000000007,,16752.921985815603,32.0,,41.0,,,34.0,,141.0,13528.383870967737,14045.142857142857,7821.056756756757,93.0,7.0,148.0,418888.8999999999,6649.030158730157,63.0,2364573.9000000027,10192.128879310354,232.0,0.3619349282681951,7.746811541236773,9185.0,4592.5,2.0,4503.0,,,,4682.0,1.0,,,,1.0,1,MONTHLY,907,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
871,3308,15,50.909589041095884,M,3308,2741,OWNER,3403028.5000000037,10803.26507936509,315.0,,,207.25,,,14.600000000000017,,17928.433862433863,,,66.0,,,60.0,,189.0,12358.233812949637,12895.5625,8837.333333333336,139.0,32.0,144.0,332279.3,6922.485416666666,48.0,2302328.100000001,12311.91497326204,187.0,0.3604238232101587,3.670190967529268,,,,,,,,,,,,,,15,MONTHLY,157,,,,,,,520.0,classic,2093.0,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
872,3309,15,56.71506849315068,F,3309,2741,DISPONENT,3403028.5000000037,10803.26507936509,315.0,,,207.25,,,14.600000000000017,,17928.433862433863,,,66.0,,,60.0,,189.0,12358.233812949637,12895.5625,8837.333333333336,139.0,32.0,144.0,332279.3,6922.485416666666,48.0,2302328.100000001,12311.91497326204,187.0,0.3604238232101587,3.670190967529268,,,,,,,,,,,,,,15,MONTHLY,157,,,,,,,,,,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
5088,4919,49,47.63561643835617,F,4919,4082,OWNER,2173043.5000000014,9615.236725663724,226.0,,,149.06600000000003,,,14.60000000000001,7.6,15575.949640287768,,,50.0,,,36.0,1.0,139.0,10171.894594594592,14585.833333333336,8436.244660194172,111.0,12.0,103.0,507657.1,8188.017741935483,62.0,1997807.300000001,10514.775263157902,190.0,0.3602167471871521,11.568961780751975,,,,,,,,,,,,,,49,MONTHLY,676,,,,,,,,,,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123
4822,6485,48,36.64109589041096,F,6485,5372,OWNER,4790257.399999997,13765.10747126436,348.0,,,267.4712121212121,,,14.600000000000017,1.1,20392.80769230769,,,66.0,,,47.0,1.0,234.0,14973.675460122695,15317.4,12469.337058823547,163.0,15.0,170.0,349454.10000000003,6720.2711538461535,52.0,2923727.5000000014,13473.398617511528,217.0,0.3559544330704018,0.5662076989362088,2612.0,2612.0,1.0,,,2612.0,,,,,1.0,,,48,MONTHLY,127,,,,,,,,,,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
4768,8692,71,45.51780821917808,F,8692,7203,OWNER,2044668.7000000032,7544.902952029533,271.0,,,121.87846153846156,,,14.600000000000017,,13135.496774193547,,,65.0,,,51.0,,155.0,7887.40387596899,10544.9,6982.913636363628,129.0,10.0,132.0,74306.49999999997,2322.078124999999,32.0,467149.3999999999,3539.010606060605,132.0,0.35389777392530203,0.26918376292403484,,,,,,,,,,,,,,71,MONTHLY,84,,,,,,,,,,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595
4382,3645,34,23.863013698630137,M,3645,3018,OWNER,1398253.9000000008,10923.858593750008,128.0,,,139.48695652173916,,,14.6,5.35,16804.13253012048,,,23.0,,,20.0,2.0,83.0,12343.301754385966,13027.357142857143,8987.76666666666,57.0,14.0,57.0,364131.5999999999,6068.859999999999,60.0,1398253.9000000008,10923.858593750008,128.0,0.35232099007442796,,,,,,,,,,,,,,,34,MONTHLY,1432,,,,,,,,,,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
5220,2399,42,55.7068493150685,F,2399,1974,OWNER,70924.50000000001,1125.7857142857144,63.0,,,87.48333333333338,,,,,2069.6969696969695,,,30.0,,,,,33.0,928.1808510638307,,1706.25,47.0,,16.0,5861.6,651.2888888888889,9.0,39660.00000000002,777.6470588235298,51.0,0.3509099616858238,0.534280094036367,,,,,,,,,,,,,,42,MONTHLY,881,,,,,,,,,,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
3517,3890,3,40.22191780821917,M,3890,3216,OWNER,3114328.200000002,11162.466666666674,279.0,2712.0,,201.06,,,14.600000000000007,,17520.906976744187,34.0,,40.0,,,33.0,,172.0,15559.3900990099,12754.666666666664,8207.786250000005,101.0,18.0,160.0,444299.5,6347.135714285713,70.0,2994718.2000000025,11174.321641791052,268.0,0.3495829116315877,10.625714405150074,11297.3,3765.7666666666655,3.0,2712.0,,1951.3,,6634.0,1.0,,1.0,,1.0,3,MONTHLY,952,,,,,,,608.0,classic,1811.0,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813
4923,3267,61,47.38356164383562,M,3267,2707,OWNER,3522227.800000003,9220.491623036658,382.0,3032.0,,216.2625,,,14.600000000000017,,14036.070833333333,47.0,,48.0,,,47.0,,240.0,13733.381538461535,9606.210526315792,6410.524299065423,130.0,38.0,214.0,375867.6,4818.8153846153855,78.0,1980206.500000001,7307.035055350557,271.0,0.3463997220453261,0.7100208588900051,5578.0,2789.0,2.0,3032.0,,,,2546.0,1.0,,,,1.0,61,MONTHLY,695,,,,,,,514.0,classic,1348.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
2807,9226,64,59.06027397260274,F,8918,7445,OWNER,4787826.3999999985,8882.794805194802,539.0,,,123.85970149253731,2306.800000000001,,14.600000000000017,11.222222222222221,15357.706840390882,,,134.0,24.0,,65.0,9.0,307.0,10093.076470588236,12707.078431372549,6950.452800000006,238.0,51.0,250.0,363665.6999999999,5594.856923076923,65.0,3200410.900000002,10922.904095563146,293.0,0.3423781985536475,1.980376627061946,2306.8,2306.8,1.0,,,,2306.8,,,,,1.0,,64,MONTHLY,76,6509.0,55368.0,24.0,2307.0,A,438.0,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
2129,2784,36,40.46575342465753,F,2784,2300,OWNER,37700.0,2513.333333333333,15.0,,,,,,,,2513.333333333333,,,,,,,,15.0,2644.444444444445,,2316.6666666666665,9.0,,6.0,9500.0,3166.666666666666,3.0,37700.0,2513.333333333333,15.0,0.33687943262411346,,,,,,,,,,,,,,,36,MONTHLY,1473,,,,,,,,,,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
638,5081,1,37.1945205479452,F,5081,4214,OWNER,2504283.900000002,12521.419500000007,200.0,,,202.0647058823529,,,14.600000000000007,7.55,18774.03007518797,,,34.0,,,31.0,2.0,133.0,13761.317391304348,14498.214285714286,11013.486170212762,92.0,14.0,94.0,410349.5999999999,7199.115789473682,57.0,2504283.900000002,12521.419500000007,200.0,0.3351536546444657,,,,,,,,,,,,,,,1,MONTHLY,1175,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
3731,1851,31,23.32054794520548,F,1851,1527,OWNER,3678761.3000000007,9456.96992287918,389.0,,,136.64193548387095,4557.2,,100.0,5.619999999999999,15231.735930735933,,,62.0,32.0,,59.0,5.0,231.0,12365.492,12989.475,6554.565326633164,150.0,40.0,199.0,365782.9,5899.724193548387,62.0,2379689.9,9998.697058823527,238.0,0.33095058282325995,2.319637059733026,4557.2,4557.2,1.0,,,,4557.2,,,,,1.0,,31,TRANSACTION,320,5269.0,164052.0,36.0,4557.0,B,687.0,,,,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
822,3270,12,58.98356164383562,M,3270,2710,OWNER,2522097.500000002,15102.38023952097,167.0,,,199.07,,,14.600000000000005,,22263.49557522124,,,30.0,,,24.0,,113.0,16973.708000000002,11451.9,13835.980487804884,75.0,10.0,82.0,458750.6,8495.381481481481,54.0,2522097.500000002,15102.38023952097,167.0,0.3290389414477852,,,,,,,,,,,,,,,12,MONTHLY,1258,,,,,,,,,,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
4864,2454,69,58.36438356164385,F,2454,2021,OWNER,47100.0,2943.75,16.0,,,,,,,,2943.75,,,,,,,,16.0,3587.5,,2300.0,8.0,,8.0,11500.0,2300.0,5.0,47100.0,2943.75,16.0,0.3230337078651685,,,,,,,,,,,,,,,69,MONTHLY,1496,,,,,,,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
115,483,1,54.57260273972603,M,483,399,OWNER,1779673.100000001,11335.497452229305,157.0,6009.0,,202.93478260869568,,,14.6,,17918.58695652174,21.0,,23.0,,,21.0,,92.0,13490.23134328358,13380.857142857143,9059.152631578943,67.0,14.0,76.0,427522.7,6786.074603174602,63.0,1779673.100000001,11335.497452229305,157.0,0.3217721531563155,,9099.5,4549.75,2.0,6009.0,,3090.5,,,1.0,,1.0,,,1,MONTHLY,1334,,,,,,,83.0,classic,1830.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2082,4609,7,22.049315068493147,F,4609,3825,OWNER,522130.6999999993,3504.232885906036,149.0,,,122.39473684210527,,,14.600000000000007,,8578.116666666667,,,57.0,,,32.0,,60.0,3397.043750000001,,3628.510144927539,80.0,,69.0,52082.4,1736.0799999999995,30.0,309977.40000000014,3163.0346938775524,98.0,0.3217069945192497,1.3117803774893586,,,,,,,,,,,,,,7,MONTHLY,347,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
3852,4094,2,19.04931506849315,M,4094,3386,OWNER,3226816.300000003,12316.092748091614,262.0,,,178.80930232558143,,,14.600000000000012,7.75,18183.77401129944,,,43.0,,,40.0,2.0,177.0,14317.06017699115,14036.62962962963,10081.963114754102,113.0,27.0,122.0,277535.9,5550.717999999999,50.0,2343321.8000000026,10950.10186915889,214.0,0.3210011209875425,0.9786080162355284,,,,,,,,,,,,,,2,MONTHLY,872,,,,,,,637.0,junior,1678.0,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
2753,2615,64,53.386301369863006,F,2615,2161,OWNER,1831737.7,5371.664809384163,341.0,2770.0,,111.89499999999998,,,30.0,,9435.134831460677,52.0,,60.0,,,51.0,,178.0,8065.918421052631,11817.611111111111,3346.9186602870814,114.0,18.0,209.0,175913.99999999994,2625.5820895522384,67.0,1113855.6,5229.3690140845065,213.0,0.3197938066741237,1.0805620089979109,3838.0,1919.0,2.0,2770.0,,,,1068.0,1.0,,,,1.0,15,WEEKLY,363,,,,,,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
4198,7348,6,21.19726027397261,F,7348,6083,OWNER,2500617.1999999997,11366.441818181811,220.0,10386.95652173913,,159.3622222222222,7518.0,,30.0,71.15833333333335,20597.961904761905,23.0,,45.0,12.0,,23.0,12.0,105.0,13328.056382978722,10854.666666666666,9774.413513513511,94.0,15.0,111.0,580177.9,6518.852808988763,89.0,2500617.1999999997,11366.441818181811,220.0,0.3173528438922813,,7518.0,7518.0,1.0,,,,7518.0,,,,,1.0,,6,WEEKLY,1357,6239.0,360864.0,48.0,7518.0,D,1731.0,,,,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
4904,1762,61,42.03287671232877,M,1762,1453,OWNER,5975499.599999999,13768.432258064511,434.0,6820.0,,208.8507936507937,,,30.0,,21969.138339920948,59.0,,63.0,,,59.0,,253.0,17186.923428571434,11854.928571428567,11410.60606060606,175.0,28.0,231.0,432004.8,8151.03396226415,53.0,3078463.800000001,13099.845957446814,235.0,0.3172459363780625,0.8182217430773485,8070.8,4035.4,2.0,6820.0,,1250.8,,,1.0,,1.0,,,61,WEEKLY,267,,,,,,,275.0,classic,1600.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
5131,5376,14,28.95890410958904,M,5376,4456,OWNER,2207213.3000000017,11495.902604166675,192.0,,,277.27857142857147,5353.5,,14.600000000000005,,16720.28125,,,28.0,11.0,,25.0,,128.0,14695.568831168835,10141.75,9261.684466019417,77.0,12.0,103.0,475930.1999999998,7211.063636363634,66.0,2207213.3000000017,11495.902604166675,192.0,0.31576030941087124,,5353.5,5353.5,1.0,,,,5353.5,,,,,1.0,,14,MONTHLY,1341,5889.0,321240.0,60.0,5354.0,C,1865.0,782.0,classic,2097.0,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
1761,5539,74,63.61917808219178,M,5539,4596,OWNER,3097350.8000000026,9003.926744186054,344.0,,,178.73823529411754,,,14.600000000000017,8.9,14899.574879227051,,,68.0,,,65.0,4.0,207.0,10838.38068965517,10810.05,7316.115083798885,145.0,20.0,179.0,327522.69999999995,6179.67358490566,53.0,1915287.7000000014,10409.172282608704,184.0,0.3157346824825765,4.818027067912229,,,,,,,,,,,,,,74,MONTHLY,67,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1755,5189,74,38.0,F,5189,4309,OWNER,77729.2,2045.505263157895,38.0,,,147.18823529411762,,,,,3582.238095238096,,,17.0,,,,,21.0,1960.2875,,2500.0,32.0,,6.0,18563.5,807.1086956521739,23.0,77729.2,2045.505263157895,38.0,0.3137544219032311,,4825.3,4825.3,1.0,,,,4825.3,,,,,1.0,,74,WEEKLY,1636,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4036,310,11,48.745205479452046,M,310,257,OWNER,1630329.7000000014,9762.453293413182,167.0,14166.0,,205.42432432432446,,,14.600000000000005,,15852.675,25.0,,37.0,,,25.0,,80.0,9874.538554216868,7446.857142857143,9852.142857142851,83.0,7.0,77.0,306985.4,6265.008163265306,49.0,1478091.7000000014,9296.174213836486,159.0,0.31213284517637263,6.46033710374545,17982.7,8991.35,2.0,14166.0,,3816.7,,,1.0,,1.0,,,11,MONTHLY,1038,,,,,,,,,,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
656,6546,1,35.38630136986301,F,6546,5423,OWNER,3963988.200000003,7682.147674418608,516.0,446.0,4068.0,139.32727272727274,,,14.600000000000017,6.700000000000001,14332.1015625,64.0,63.0,66.0,,,63.0,4.0,256.0,11699.98,10969.588235294117,5436.196352583591,170.0,17.0,329.0,362985.7,4653.662820512821,78.0,2503961.0000000014,8236.713815789479,304.0,0.3093321868559321,1.4628490170129125,14526.0,3631.5,4.0,446.0,4068.0,1394.0,,8618.0,1.0,1.0,1.0,,1.0,15,MONTHLY,121,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2866,4925,45,47.57260273972603,M,4925,4088,OWNER,2026586.3000000017,8074.049003984071,251.0,3315.0,3.0,139.33823529411765,,,14.600000000000007,,14500.270676691729,28.0,28.0,34.0,,,28.0,,133.0,13430.993421052626,13480.125,4969.489308176098,76.0,16.0,159.0,386662.4,4715.395121951219,82.0,2026586.3000000017,8074.049003984071,251.0,0.3092552781460665,,7890.7,1972.675,4.0,3315.0,3.0,4235.7,,337.0,1.0,1.0,1.0,,1.0,45,MONTHLY,1155,,,,,,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
2308,3764,38,20.936986301369863,M,3764,3112,DISPONENT,4823287.999999992,10986.988610478338,439.0,1468.0,,275.1396226415094,2567.300000000001,,14.600000000000012,,17698.536121673,45.0,,53.0,34.0,,44.0,,263.0,17017.766666666666,15235.9,7790.774035087723,144.0,10.0,285.0,443283.3999999998,4871.246153846151,91.0,3596113.399999998,10734.666865671636,335.0,0.3047191790408043,1.2269171766916984,5619.3,1873.1,3.0,1468.0,,,2567.3,1584.0,1.0,,,1.0,1.0,38,MONTHLY,588,5610.0,123216.0,48.0,2567.0,C,1149.0,,,,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
