,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to999,2000_to_9999,greater_than0000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per000,num_crimes95,num_crimes96
2859,4269,45,43.34794520547945,F,4269,3537,OWNER,256012.60000000003,2265.598230088496,113.0,646.0,50.0,78.75,,,14.599999999999996,,3909.36507936508,12.0,11.0,16.0,,,11.0,,63.0,3653.0,,1590.152631578948,37.0,,76.0,205526.70000000004,2055.2670000000007,100.0,256012.60000000003,2265.598230088496,113.0,4.070972291273407,,4495.0,1123.75,4.0,646.0,50.0,,,1899.5,1.0,1.0,,,2.0,45,MONTHLY,1694,,,,,,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
885,4578,15,22.02739726027397,M,4578,3798,OWNER,516133.1999999998,5549.819354838707,93.0,1258.0,,99.88124999999998,,,14.599999999999996,,9100.663636363637,11.0,,16.0,,,11.0,,55.0,8016.194117647058,,4128.518644067798,34.0,,59.0,414322.0999999999,5179.026249999998,80.0,516133.1999999998,5549.819354838707,93.0,4.06951796022241,,9895.0,4947.5,2.0,1258.0,,,,8637.0,1.0,,,,1.0,15,MONTHLY,1699,,,,,,,,,,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
4526,4291,58,47.68767123287671,F,4291,3556,OWNER,631359.7,5587.253982300885,113.0,4240.0,,129.79375000000002,2913.800000000001,,14.599999999999996,,8021.140845070424,12.0,,16.0,3.0,,11.0,,71.0,8603.360526315792,8141.692307692307,3203.064516129033,38.0,13.0,62.0,506573.29999999976,5065.732999999998,100.0,631359.7,5587.253982300885,113.0,4.059523313438001,,8137.8,2712.6,3.0,4240.0,,,2913.8,984.0,1.0,,,1.0,1.0,58,MONTHLY,1701,5698.0,174840.0,60.0,2914.0,C,2090.0,,,,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
2100,611,36,46.24931506849314,M,611,509,OWNER,515524.0,6609.282051282051,78.0,,,157.64999999999995,,,14.599999999999996,,10055.70588235294,,,16.0,,,11.0,,51.0,8222.452941176472,,5362.740909090911,34.0,,44.0,413363.2,6359.433846153846,65.0,515524.0,6609.282051282051,78.0,4.04620167422338,,6261.0,6261.0,1.0,,,,6261.0,,,,,1.0,,36,MONTHLY,1686,,,,,,,,,,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
2101,612,36,38.16712328767123,F,612,509,DISPONENT,515524.0,6609.282051282051,78.0,,,157.64999999999995,,,14.599999999999996,,10055.70588235294,,,16.0,,,11.0,,51.0,8222.452941176472,,5362.740909090911,34.0,,44.0,413363.2,6359.433846153846,65.0,515524.0,6609.282051282051,78.0,4.04620167422338,,6261.0,6261.0,1.0,,,,6261.0,,,,,1.0,,36,MONTHLY,1686,,,,,,,,,,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
4980,3712,56,29.610958904109587,F,3712,3070,OWNER,580990.1999999997,6916.549999999997,84.0,3374.0,,116.35,,,14.599999999999996,,11966.222222222224,12.0,,16.0,,,11.0,,45.0,8792.988235294117,,5640.572000000003,34.0,,50.0,465592.3999999999,6557.6394366197155,71.0,580990.1999999997,6916.549999999997,84.0,4.034673104686569,,3374.0,3374.0,1.0,3374.0,,,,,1.0,,,,,56,MONTHLY,1693,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
5266,1577,23,54.73972602739726,M,1577,1303,OWNER,187387.3,2676.961428571429,70.0,3601.0,,133.15333333333334,,,14.599999999999998,,4283.323529411765,11.0,,15.0,,,10.0,,34.0,3156.3972222222224,,2169.3235294117653,36.0,,34.0,150162.20000000007,2502.703333333334,60.0,187387.3,2676.961428571429,70.0,4.033896483824088,,3601.0,3601.0,1.0,3601.0,,,,,1.0,,,,,23,MONTHLY,1711,,,,,,,,,,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
3349,13608,37,35.657534246575345,F,13300,11069,OWNER,2286264.8,8930.721875,256.0,,,208.9953488372093,2482.0,,14.600000000000012,,14715.827814569537,,,43.0,22.0,,40.0,,151.0,12649.871578947368,12576.272727272728,6307.919999999996,95.0,11.0,150.0,1233339.2000000002,14509.872941176473,85.0,1924485.9000000008,8827.916972477067,218.0,4.01474729022123,0.8491434962072142,2482.0,2482.0,1.0,,,,2482.0,,,,,1.0,,37,MONTHLY,882,7250.0,119136.0,48.0,2482.0,C,1523.0,,,,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
3873,145,55,20.893150684931506,M,145,121,OWNER,117127.70000000006,1273.127173913044,92.0,794.0,393.0,107.78,,,14.599999999999998,,2202.021276595745,10.0,10.0,15.0,,,10.0,,47.0,1949.7871794871799,,775.2075471698113,39.0,,53.0,93744.9,1129.4566265060241,83.0,117127.70000000006,1273.127173913044,92.0,4.009139196332347,,2116.0,705.3333333333335,3.0,794.0,393.0,,,929.0,1.0,1.0,,,1.0,55,MONTHLY,1744,,,,,,,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
3144,581,70,49.93972602739726,F,581,483,OWNER,89598.6,1317.6264705882354,68.0,,,58.95384615384616,,,14.599999999999996,,2061.7906976744184,,,13.0,,,12.0,,43.0,1653.3354838709674,,1036.3567567567566,31.0,,37.0,71537.19999999997,1233.3999999999996,58.0,89598.6,1317.6264705882354,68.0,3.960778234245407,,1940.0,1940.0,1.0,1940.0,,,,,1.0,,,,,70,MONTHLY,1656,,,,,,,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
1861,2138,68,18.046575342465754,M,2138,1764,OWNER,369727.79999999993,4401.521428571427,84.0,5270.0,,171.075,,,14.599999999999996,,6746.444444444444,12.0,,16.0,,,11.0,,45.0,5967.4222222222215,,3227.0958333333338,36.0,,48.0,295157.3,4099.406944444444,72.0,369727.79999999993,4401.521428571427,84.0,3.958097370944274,,5270.0,5270.0,1.0,5270.0,,,,,1.0,,,,,68,MONTHLY,1707,,,,,,,336.0,junior,2107.0,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
4141,4652,53,36.87123287671233,M,4652,3859,OWNER,1797724.2,10391.469364161849,173.0,,,107.425,5120.199999999999,,14.600000000000005,0.4,17085.470588235294,,,32.0,10.0,,25.0,4.0,102.0,13174.892753623191,15349.0,7657.2673913043445,69.0,12.0,92.0,845888.5,11913.922535211266,71.0,1797724.2,10391.469364161849,173.0,3.955738985953403,,5120.2,5120.2,1.0,,,,5120.2,,,,,1.0,,53,MONTHLY,1208,5758.0,307200.0,60.0,5120.0,D,1582.0,,,,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
3971,4238,41,27.704109589041096,F,4238,3510,OWNER,5619323.4,14048.3085,400.0,,,238.67500000000007,,,14.600000000000017,,20745.52592592593,,,72.0,,,58.0,,270.0,16099.014772727276,12878.205128205127,12344.036756756776,176.0,39.0,185.0,1496975.4000000004,17611.475294117652,85.0,2274575.100000001,11724.61391752578,194.0,3.93739051665094,0.2708237035384433,,,,,,,,,,,,,,41,MONTHLY,6,,,,,,,,,,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
4851,1422,69,22.871232876712327,F,1422,1181,OWNER,249922.20000000013,2357.756603773586,106.0,3418.0,123.0,89.53750000000002,,,14.599999999999996,,3742.4909090909086,12.0,12.0,16.0,,,11.0,,55.0,3369.7846153846153,,1768.6656716417913,39.0,,67.0,199244.80000000005,2142.4172043010763,93.0,249922.20000000013,2357.756603773586,106.0,3.931630273060576,,3870.0,1290.0,3.0,3418.0,123.0,,,329.0,1.0,1.0,,,1.0,69,MONTHLY,1692,,,,,,,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
4852,1423,69,16.736986301369864,M,1423,1181,DISPONENT,249922.20000000013,2357.756603773586,106.0,3418.0,123.0,89.53750000000002,,,14.599999999999996,,3742.4909090909086,12.0,12.0,16.0,,,11.0,,55.0,3369.7846153846153,,1768.6656716417913,39.0,,67.0,199244.80000000005,2142.4172043010763,93.0,249922.20000000013,2357.756603773586,106.0,3.931630273060576,,3870.0,1290.0,3.0,3418.0,123.0,,,329.0,1.0,1.0,,,1.0,69,MONTHLY,1692,,,,,,,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
4193,4569,6,27.5013698630137,F,4569,3789,OWNER,1713590.1000000003,11127.208441558445,154.0,11244.0,,209.11071428571427,,,14.6,,17239.10465116279,20.0,,28.0,,,20.0,,86.0,12943.280882352945,9870.454545454546,9664.96,68.0,11.0,75.0,1232971.7000000002,13401.866304347826,92.0,1713590.1000000003,11127.208441558445,154.0,3.930352742113534,,11244.0,11244.0,1.0,11244.0,,,,,1.0,,,,,6,MONTHLY,1325,,,,,,,,,,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
4207,783,27,27.79178082191781,F,783,653,OWNER,511348.2,6817.976,75.0,5397.0,,148.16250000000005,,,14.599999999999996,,12147.297297297295,11.0,,16.0,,,11.0,,37.0,7970.017647058825,,5862.624390243904,34.0,,41.0,405976.4,6548.006451612903,62.0,511348.2,6817.976,75.0,3.852799325815826,,5397.0,5397.0,1.0,5397.0,,,,,1.0,,,,,27,MONTHLY,1691,,,,,,,,,,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
4208,784,27,34.032876712328765,M,784,653,DISPONENT,511348.2,6817.976,75.0,5397.0,,148.16250000000005,,,14.599999999999996,,12147.297297297295,11.0,,16.0,,,11.0,,37.0,7970.017647058825,,5862.624390243904,34.0,,41.0,405976.4,6548.006451612903,62.0,511348.2,6817.976,75.0,3.852799325815826,,5397.0,5397.0,1.0,5397.0,,,,,1.0,,,,,27,MONTHLY,1691,,,,,,,,,,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
2947,4444,77,29.78356164383561,M,4444,3686,OWNER,90673.80000000002,1295.34,70.0,,,51.917647058823526,,,14.599999999999996,,2185.756097560976,,,17.0,,,12.0,,41.0,1553.6171428571427,,1037.062857142857,35.0,,35.0,71976.2,1262.740350877193,57.0,90673.80000000002,1295.34,70.0,3.8494887044326553,,2054.0,2054.0,1.0,2054.0,,,,,1.0,,,,,77,MONTHLY,1675,,,,,,,,,,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
2948,4445,77,34.73972602739726,F,4445,3686,DISPONENT,90673.80000000002,1295.34,70.0,,,51.917647058823526,,,14.599999999999996,,2185.756097560976,,,17.0,,,12.0,,41.0,1553.6171428571427,,1037.062857142857,35.0,,35.0,71976.2,1262.740350877193,57.0,90673.80000000002,1295.34,70.0,3.8494887044326553,,2054.0,2054.0,1.0,2054.0,,,,,1.0,,,,,77,MONTHLY,1675,,,,,,,,,,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
251,1650,1,45.79178082191781,M,1650,1362,OWNER,743964.8999999998,8963.432530120479,83.0,,,181.2625,,,14.599999999999996,,15405.291666666664,,,24.0,,,11.0,,48.0,9147.825,,8755.4,44.0,,39.0,589632.5,10720.59090909091,55.0,743964.8999999998,8963.432530120479,83.0,3.845452754929811,,,,,,,,,,,,,,,1,MONTHLY,1448,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1541,10654,46,36.48767123287672,F,10346,8639,OWNER,637949.2999999999,6193.682524271844,103.0,,,98.03750000000002,3094.5,,14.599999999999996,,11565.849056603774,,,32.0,7.0,,11.0,,53.0,6485.454901960785,10733.625,5030.0477272727285,51.0,8.0,44.0,505921.5,5882.808139534883,86.0,637949.2999999999,6193.682524271844,103.0,3.831931608343091,,3094.5,3094.5,1.0,,,,3094.5,,,,,1.0,,46,MONTHLY,1694,6746.0,185640.0,60.0,3094.0,C,1982.0,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
3124,4091,29,16.328767123287673,F,4091,3383,OWNER,175464.70000000007,1907.2250000000006,92.0,,,151.96666666666667,,,14.599999999999996,,2661.692307692308,,,15.0,,,12.0,,65.0,1900.6694915254238,,1918.9454545454541,59.0,,33.0,139145.10000000006,1807.0792207792213,77.0,175464.70000000007,1907.2250000000006,92.0,3.8311297481249813,,,,,,,,,,,,,,,29,MONTHLY,1731,,,,,,,636.0,junior,2138.0,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
3374,2530,8,48.92054794520548,M,2530,2087,OWNER,3951956.900000001,10399.886578947371,380.0,,,194.41527777777787,,,30.0,,16331.738589211618,,,72.0,,,67.0,,241.0,11875.478698224852,13395.458333333336,8681.871657754009,169.0,24.0,187.0,906584.9,12087.798666666667,75.0,1642003.6999999997,8875.695675675674,185.0,3.822938010107804,0.4452390688606487,4619.9,4619.9,1.0,,,4619.9,,,,,1.0,,,7,WEEKLY,7,,,,,,,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
3323,2253,37,41.339726027397255,F,2253,1857,DISPONENT,252179.3000000001,2771.2010989011,91.0,4295.0,,147.85625000000005,,,14.599999999999996,,3809.865384615385,12.0,,16.0,,,11.0,,52.0,3686.921428571429,,1986.2979591836734,42.0,,49.0,199575.10000000003,2558.655128205129,78.0,252179.3000000001,2771.2010989011,91.0,3.7939004870333566,,4574.0,2287.0,2.0,4295.0,,,,279.0,1.0,,,,1.0,37,MONTHLY,1690,,,,,,,,,,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
3322,2252,37,33.15068493150685,M,2252,1857,OWNER,252179.3000000001,2771.2010989011,91.0,4295.0,,147.85625000000005,,,14.599999999999996,,3809.865384615385,12.0,,16.0,,,11.0,,52.0,3686.921428571429,,1986.2979591836734,42.0,,49.0,199575.10000000003,2558.655128205129,78.0,252179.3000000001,2771.2010989011,91.0,3.7939004870333566,,4574.0,2287.0,2.0,4295.0,,,,279.0,1.0,,,,1.0,37,MONTHLY,1690,,,,,,,,,,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
5317,1492,9,30.668493150684927,F,1492,1237,OWNER,4565111.4,13118.136206896555,348.0,,,275.3344827586207,,,14.600000000000017,,19354.6340425532,,,58.0,,,55.0,,235.0,15114.342483660124,14387.133333333333,11036.381818181835,153.0,30.0,165.0,874808.1999999998,11821.732432432429,74.0,2163141.3000000017,10603.63382352942,204.0,3.7776289425501752,0.18940837365017216,,,,,,,,,,,,,,9,MONTHLY,436,,,,,,,246.0,classic,1864.0,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
1520,3089,46,24.45205479452055,M,3089,2558,OWNER,85611.89999999997,1258.9985294117646,68.0,1982.0,,52.51176470588236,,,14.599999999999996,,2260.692307692308,13.0,,17.0,,,12.0,,26.0,1478.5914285714289,,1026.0969696969696,35.0,,33.0,67690.49999999999,1253.5277777777776,54.0,85611.89999999997,1258.9985294117646,68.0,3.777076567678864,,1982.0,1982.0,1.0,1982.0,,,,,1.0,,,,,46,MONTHLY,1676,,,,,,,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
4698,3746,66,23.950684931506853,M,3746,3097,OWNER,151934.70000000007,1766.6825581395358,86.0,403.0,,75.56875000000002,,,14.599999999999996,,3044.416666666666,11.0,,16.0,,,11.0,,48.0,2083.412820512821,,1503.8638297872342,39.0,,47.0,120026.10000000002,1644.1931506849319,73.0,151934.70000000007,1766.6825581395358,86.0,3.761559579549088,,2522.0,1261.0,2.0,403.0,,,,2119.0,1.0,,,,1.0,66,MONTHLY,1686,,,,,,,,,,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
398,2961,1,65.05479452054793,F,2961,2452,DISPONENT,169737.50000000006,2496.1397058823527,68.0,3244.0,,83.79230769230769,,5563.0,14.599999999999996,,2440.769230769231,13.0,,13.0,,17.0,12.0,,13.0,3105.1709677419362,,1985.8702702702694,31.0,,37.0,134003.30000000002,2310.4017241379315,58.0,169737.50000000006,2496.1397058823527,68.0,3.750001399219797,,3244.0,3244.0,1.0,3244.0,,,,,1.0,,,,,1,MONTHLY,1655,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
397,2960,1,70.08219178082193,M,2960,2452,OWNER,169737.50000000006,2496.1397058823527,68.0,3244.0,,83.79230769230769,,5563.0,14.599999999999996,,2440.769230769231,13.0,,13.0,,17.0,12.0,,13.0,3105.1709677419362,,1985.8702702702694,31.0,,37.0,134003.30000000002,2310.4017241379315,58.0,169737.50000000006,2496.1397058823527,68.0,3.750001399219797,,3244.0,3244.0,1.0,3244.0,,,,,1.0,,,,,1,MONTHLY,1655,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
358,2638,1,57.02191780821918,M,2638,2179,OWNER,2986155.8000000007,7540.7974747474755,396.0,2386.0,240.0,243.20416666666668,,,30.0,,12374.689655172411,39.0,39.0,48.0,,,38.0,,232.0,12697.023333333333,12324.272727272728,5007.343396226414,120.0,11.0,265.0,1218507.2000000002,9670.692063492064,126.0,2380942.2,7149.976576576577,333.0,3.7241783169441933,0.57149419681908,6354.0,1588.5,4.0,2386.0,240.0,,,1864.0,1.0,1.0,,,2.0,1,WEEKLY,378,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4404,659,24,33.09041095890411,M,659,547,OWNER,101851.40000000002,1434.5267605633803,71.0,,,59.784615384615385,,,14.599999999999996,,2193.4565217391305,,,13.0,,,12.0,,46.0,1924.103225806452,,1055.1049999999998,31.0,,40.0,80250.1,1315.5754098360658,61.0,101851.40000000002,1434.5267605633803,71.0,3.7150588159046,,2273.0,2273.0,1.0,2273.0,,,,,1.0,,,,,24,MONTHLY,1668,,,,,,,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
1549,179,43,18.019178082191786,M,179,149,OWNER,122913.90000000005,1982.4822580645166,62.0,,,136.7785714285714,,,14.599999999999998,,3180.342105263158,,,14.0,,,10.0,,38.0,2009.497727272728,,1916.444444444444,44.0,,18.0,96819.80000000003,1760.3600000000006,55.0,122913.90000000005,1982.4822580645166,62.0,3.710409632828878,,,,,,,,,,,,,,,43,MONTHLY,1780,,,,,,,,,,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
2434,9217,19,58.961643835616435,F,8909,7437,OWNER,574625.3999999999,4420.195384615384,130.0,6901.0,228.0,140.05882352941174,2306.8,,30.0,,6780.898550724637,12.0,12.0,17.0,8.0,,12.0,,69.0,6419.604166666665,7563.8,2969.680519480519,48.0,5.0,77.0,452471.0,4076.315315315315,111.0,574625.3999999999,4420.195384615384,130.0,3.704090888252899,,9666.8,2416.7,4.0,6901.0,228.0,,2306.8,231.0,1.0,1.0,,1.0,1.0,19,WEEKLY,1680,6508.0,110736.0,48.0,2307.0,C,1934.0,,,,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
3020,378,50,20.646575342465752,M,378,311,OWNER,555256.8999999998,3937.992198581559,141.0,4777.0,3375.0,185.15882352941173,,,14.599999999999996,,5180.862068965517,12.0,13.0,17.0,,,12.0,,87.0,8165.781578947371,,2378.225242718447,38.0,,103.0,437201.4,3613.2347107438013,121.0,555256.8999999998,3937.992198581559,141.0,3.7033547780493055,,9300.0,1860.0,5.0,4777.0,3375.0,,422.0,363.0,1.0,1.0,,1.0,2.0,50,MONTHLY,1680,,,,,,,63.0,junior,1911.0,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
3021,379,50,15.23013698630137,F,379,311,DISPONENT,555256.8999999998,3937.992198581559,141.0,4777.0,3375.0,185.15882352941173,,,14.599999999999996,,5180.862068965517,12.0,13.0,17.0,,,12.0,,87.0,8165.781578947371,,2378.225242718447,38.0,,103.0,437201.4,3613.2347107438013,121.0,555256.8999999998,3937.992198581559,141.0,3.7033547780493055,,9300.0,1860.0,5.0,4777.0,3375.0,,422.0,363.0,1.0,1.0,,1.0,2.0,50,MONTHLY,1680,,,,,,,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
2374,46,19,58.961643835616435,F,46,38,OWNER,571949.7000000001,4399.613076923078,130.0,6901.0,228.0,147.37058823529412,2306.8,,30.0,,6740.318840579711,12.0,12.0,17.0,8.0,,12.0,,69.0,6422.193750000001,7563.8,2933.316883116882,48.0,5.0,77.0,450296.5999999999,4056.7261261261256,111.0,571949.7000000001,4399.613076923078,130.0,3.701480685654537,,9666.8,2416.7,4.0,6901.0,228.0,,2306.8,231.0,1.0,1.0,,1.0,1.0,19,WEEKLY,1680,4968.0,110736.0,48.0,2307.0,C,1934.0,,,,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
3985,846,35,49.117808219178066,M,846,705,OWNER,249553.90000000005,2772.8211111111127,90.0,4161.0,,92.33529411764704,,,14.599999999999996,,4038.3061224489793,12.0,,17.0,,,12.0,,49.0,3274.309756097561,,2353.208163265307,41.0,,49.0,196435.30000000005,2728.268055555556,72.0,249553.90000000005,2772.8211111111127,90.0,3.6980511534566056,,4161.0,4161.0,1.0,4161.0,,,,,1.0,,,,,35,MONTHLY,1655,,,,,,,,,,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620
2833,2437,45,62.05479452054794,M,2437,2007,OWNER,1516887.4,14871.445098039214,102.0,,,208.7733333333333,,,14.599999999999996,,20453.5945945946,,,15.0,,,13.0,,74.0,16876.651063829788,15726.818181818182,12515.677272727273,47.0,11.0,44.0,1192794.3,14371.015662650603,83.0,1516887.4,14871.445098039214,102.0,3.6804063400300726,,,,,,,,,,,,,,,45,MONTHLY,1732,,,,,,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
250,1642,1,39.254794520547954,F,1642,1355,OWNER,613321.5999999997,7215.5482352941135,85.0,3606.0,,159.62499999999997,,,14.599999999999996,,12333.369565217392,12.0,,16.0,,,11.0,,46.0,9876.735294117647,,5441.423529411766,34.0,,51.0,482015.6999999999,6694.6624999999985,72.0,613321.5999999997,7215.5482352941135,85.0,3.670937101836247,,3606.0,3606.0,1.0,3606.0,,,,,1.0,,,,,1,MONTHLY,1688,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4309,1036,13,22.084931506849323,M,1036,859,DISPONENT,368036.5999999999,3145.6119658119646,117.0,463.0,1657.0,120.6875,,,14.599999999999996,,5038.60294117647,11.0,11.0,16.0,,,11.0,,68.0,6009.735294117647,,1972.3566265060244,34.0,,83.0,289229.80000000005,2781.05576923077,104.0,368036.5999999999,3145.6119658119646,117.0,3.6701122238182498,,3930.0,982.5,4.0,463.0,1657.0,,,905.0,1.0,1.0,,,2.0,13,MONTHLY,1698,,,,,,,,,,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
4308,1035,13,27.78356164383561,F,1035,859,OWNER,368036.5999999999,3145.6119658119646,117.0,463.0,1657.0,120.6875,,,14.599999999999996,,5038.60294117647,11.0,11.0,16.0,,,11.0,,68.0,6009.735294117647,,1972.3566265060244,34.0,,83.0,289229.80000000005,2781.05576923077,104.0,368036.5999999999,3145.6119658119646,117.0,3.6701122238182498,,3930.0,982.5,4.0,463.0,1657.0,,,905.0,1.0,1.0,,,2.0,13,MONTHLY,1698,,,,,,,,,,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
4453,1899,10,57.53698630136986,M,1899,1567,OWNER,699365.1,6357.864545454543,110.0,480.0,3455.0,194.71875000000003,,,14.599999999999996,,10997.77966101695,12.0,12.0,16.0,,,11.0,,59.0,11386.60294117647,,4108.165789473685,34.0,,76.0,549002.2999999999,5659.8175257731955,97.0,699365.1,6357.864545454543,110.0,3.651184335487234,,9935.0,3311.666666666666,3.0,480.0,3455.0,,,6000.0,1.0,1.0,,,1.0,10,MONTHLY,1691,,,,,,,301.0,classic,2013.0,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
5171,3439,62,31.950684931506853,M,3439,2845,OWNER,720479.4,8894.807407407408,81.0,6559.0,,196.86250000000004,,,14.599999999999996,,15201.452380952383,12.0,,16.0,,,11.0,,42.0,11341.494117647064,,7124.863829787234,34.0,,47.0,565531.7,8316.642647058823,68.0,720479.4,8894.807407407408,81.0,3.649823133870332,,6559.0,6559.0,1.0,6559.0,,,,,1.0,,,,,62,MONTHLY,1693,,,,,,,542.0,classic,2120.0,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
