,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to_1999,2000_to_9999,greater_than_10000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per_1000,num_crimes95,num_crimes96
4920,3102,61,19.887671232876716,F,3102,2571,OWNER,2290457.400000001,18929.40000000001,121.0,,,270.6782608695652,,,14.599999999999998,,28549.6125,,,23.0,,,18.0,,80.0,24929.1375,12742.285714285714,15222.163636363633,48.0,7.0,66.0,1225564.4999999998,18854.838461538457,65.0,2290457.400000001,18929.40000000001,121.0,1.1508805251683052,,,,,,,,,,,,,,,61,MONTHLY,1475,,,,,,,481.0,junior,1831.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4921,3217,61,21.682191780821924,M,3217,2665,OWNER,996112.7999999992,2502.7959798994957,398.0,,,138.14193548387098,,,14.600000000000017,,3574.898550724637,,,62.0,,,60.0,,276.0,2319.8027397260275,,2726.681564245808,219.0,,179.0,215077.20000000004,2906.4486486486494,74.0,566189.9999999997,2451.0389610389593,231.0,0.9459144347067332,1.1335164574946721,,,,,,,,,,,,,,61,MONTHLY,316,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4922,3262,61,57.42191780821918,F,3262,2703,OWNER,70436.19999999997,1437.473469387755,49.0,2082.0,,67.08000000000001,,,14.599999999999998,,2423.6190476190477,9.0,,10.0,,,9.0,,21.0,1816.2720000000002,,1042.8916666666664,25.0,,24.0,63188.19999999997,1373.65652173913,46.0,70436.19999999997,1437.473469387755,49.0,8.718018763796907,,2082.0,2082.0,1.0,2082.0,,,,,1.0,,,,,61,MONTHLY,1761,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4923,3267,61,47.38356164383562,M,3267,2707,OWNER,3522227.800000003,9220.491623036658,382.0,3032.0,,216.2625,,,14.600000000000017,,14036.070833333333,47.0,,48.0,,,47.0,,240.0,13733.381538461535,9606.210526315792,6410.524299065423,130.0,38.0,214.0,375867.6,4818.8153846153855,78.0,1980206.500000001,7307.035055350557,271.0,0.3463997220453261,0.7100208588900051,5578.0,2789.0,2.0,3032.0,,,,2546.0,1.0,,,,1.0,61,MONTHLY,695,,,,,,,514.0,classic,1348.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4924,3515,61,24.013698630136986,F,3515,2908,OWNER,721423.7999999996,6558.398181818177,110.0,3207.0,,240.3428571428571,,,14.599999999999996,,11663.701754385967,16.0,,21.0,,,16.0,,57.0,9110.86818181818,,4856.7515151515145,44.0,,66.0,445752.2,6367.888571428571,70.0,721423.7999999996,6558.398181818177,110.0,1.6169681606665318,,3207.0,3207.0,1.0,3207.0,,,,,1.0,,,,,61,MONTHLY,1535,,,,,,,550.0,classic,2045.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4925,3686,61,36.249315068493146,F,3686,3049,OWNER,421970.1999999998,1383.5088524590158,305.0,1961.0,,143.90384615384616,,,14.600000000000017,,2022.8553459119494,47.0,,52.0,,,47.0,,159.0,1782.845588235294,,1062.1491124260365,136.0,,169.0,107327.30000000003,1511.6521126760567,71.0,305907.7,1403.2463302752294,218.0,1.0389965052904675,1.1718880285884457,1961.0,1961.0,1.0,1961.0,,,,,1.0,,,,,61,MONTHLY,615,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4926,3874,61,56.43287671232878,F,3874,3204,OWNER,761168.5999999997,5476.033093525179,139.0,,,210.9533333333333,,,14.600000000000005,,8981.845238095239,,,30.0,,,25.0,,84.0,6654.8967741935485,,4526.818181818181,62.0,,77.0,326190.6999999999,5436.511666666665,60.0,761168.5999999997,5476.033093525179,139.0,1.0568324448387063,,,,,,,,,,,,,,,61,MONTHLY,1289,,,,,,,605.0,classic,2170.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4927,3927,61,50.89041095890411,F,3927,3247,OWNER,514407.19999999966,2534.025615763545,203.0,974.0,,112.78125,,,14.600000000000007,,4137.65811965812,27.0,,32.0,,,27.0,,117.0,3383.2375,,1981.6926829268302,80.0,,123.0,228678.50000000012,2690.335294117648,85.0,514407.19999999966,2534.025615763545,203.0,1.2885931038291207,,4006.0,2003.0,2.0,974.0,,,,3032.0,1.0,,,,1.0,61,MONTHLY,1196,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4928,4063,61,32.895890410958906,F,4063,3361,OWNER,1448728.2000000004,3926.092682926831,369.0,6154.0,,173.6296875,,,14.600000000000017,,5739.325268817204,60.0,,64.0,,,59.0,,186.0,4727.744099378881,,3305.58365384615,161.0,,208.0,319396.4,4498.540845070423,71.0,857837.4999999994,4008.586448598128,214.0,1.1318784361615493,1.0909457134053482,6154.0,6154.0,1.0,6154.0,,,,,1.0,,,,,45,MONTHLY,237,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4929,4064,61,26.91506849315068,M,4064,3361,DISPONENT,1448728.2000000004,3926.092682926831,369.0,6154.0,,173.6296875,,,14.600000000000017,,5739.325268817204,60.0,,64.0,,,59.0,,186.0,4727.744099378881,,3305.58365384615,161.0,,208.0,319396.4,4498.540845070423,71.0,857837.4999999994,4008.586448598128,214.0,1.1318784361615493,1.0909457134053482,6154.0,6154.0,1.0,6154.0,,,,,1.0,,,,,45,MONTHLY,237,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4930,4399,61,31.136986301369863,F,4399,3648,OWNER,297953.5000000001,1267.8872340425535,235.0,1812.0,17.0,112.759375,,,14.600000000000007,,2004.655737704918,27.0,27.0,32.0,,,27.0,,122.0,2051.6621951219518,,847.8248366013077,82.0,,153.0,117468.60000000002,1211.016494845361,97.0,297953.5000000001,1267.8872340425535,235.0,1.0070400197518334,,2469.0,823.0,3.0,1812.0,17.0,,,640.0,1.0,1.0,,,1.0,61,MONTHLY,1221,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4931,4453,61,22.60821917808219,F,4453,3693,OWNER,2580885.1000000034,6204.0507211538525,416.0,8992.0,,228.88028169014092,,,14.600000000000017,,9249.76056338028,66.0,,71.0,,,66.0,,213.0,8272.651234567898,,4884.707086614172,162.0,,254.0,573372.6,7644.967999999997,75.0,1408966.2000000004,6463.147706422019,218.0,1.375729946710111,1.007057523845239,8992.0,8992.0,1.0,8992.0,,,,,1.0,,,,,61,MONTHLY,28,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4932,4454,61,22.90958904109589,M,4454,3693,DISPONENT,2580885.1000000034,6204.0507211538525,416.0,8992.0,,228.88028169014092,,,14.600000000000017,,9249.76056338028,66.0,,71.0,,,66.0,,213.0,8272.651234567898,,4884.707086614172,162.0,,254.0,573372.6,7644.967999999997,75.0,1408966.2000000004,6463.147706422019,218.0,1.375729946710111,1.007057523845239,8992.0,8992.0,1.0,8992.0,,,,,1.0,,,,,61,MONTHLY,28,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4933,4583,61,57.39452054794521,F,4583,3803,OWNER,622524.2999999996,3439.360773480661,181.0,5188.0,,99.86571428571428,,,14.600000000000007,,5383.151162790698,30.0,,35.0,,,30.0,,86.0,4044.32875,,2960.1782178217823,80.0,,101.0,217032.90000000005,3338.9676923076927,65.0,622524.2999999996,3439.360773480661,181.0,1.0529704548288357,,5188.0,5188.0,1.0,5188.0,,,,,1.0,,,,,61,MONTHLY,1120,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4934,4637,61,29.901369863013702,M,4637,3846,OWNER,110052.50000000004,1393.0696202531649,79.0,,,55.46875,,,14.599999999999996,,2269.708333333333,,,16.0,,,15.0,,48.0,1677.5,,1142.4999999999995,37.0,,42.0,71495.2,1323.9851851851852,54.0,110052.50000000004,1393.0696202531649,79.0,1.854258467268196,,2016.0,2016.0,1.0,2016.0,,,,,1.0,,,,,61,MONTHLY,1577,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4935,4742,61,49.75342465753425,F,4742,3933,OWNER,1092656.6999999995,7141.547058823528,153.0,,,156.4205882352941,,,14.600000000000005,,11441.97894736842,,,34.0,,,24.0,,95.0,7904.89,13150.823529411766,4784.096969696968,70.0,17.0,66.0,313426.1,5698.6563636363635,55.0,1092656.6999999995,7141.547058823528,153.0,0.5725185833847535,,1616.2,1616.2,1.0,,,1616.2,,,,,1.0,,,61,MONTHLY,1136,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4936,4743,61,42.2958904109589,M,4743,3933,DISPONENT,1092656.6999999995,7141.547058823528,153.0,,,156.4205882352941,,,14.600000000000005,,11441.97894736842,,,34.0,,,24.0,,95.0,7904.89,13150.823529411766,4784.096969696968,70.0,17.0,66.0,313426.1,5698.6563636363635,55.0,1092656.6999999995,7141.547058823528,153.0,0.5725185833847535,,1616.2,1616.2,1.0,,,1616.2,,,,,1.0,,,61,MONTHLY,1136,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4937,5203,61,53.350684931506855,F,5203,4320,OWNER,2877718.4000000013,14682.236734693885,196.0,,,157.9666666666666,4280.0,,14.600000000000005,8.25,22248.15748031496,,,30.0,11.0,,24.0,4.0,127.0,17367.53571428571,8795.5,12811.698148148147,84.0,4.0,108.0,1269604.8999999994,15296.444578313247,83.0,2877718.4000000013,14682.236734693885,196.0,1.0657655207381078,,4280.0,4280.0,1.0,,,,4280.0,,,,,1.0,,61,MONTHLY,1299,5856.0,51360.0,12.0,4280.0,B,1681.0,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4938,5420,61,63.49863013698629,M,5420,4493,OWNER,1172966.2999999998,9614.477868852457,122.0,,,189.8259259259259,,,100.0,,16414.661971830985,,,27.0,,,24.0,,71.0,10957.514545454549,8070.3,8589.473684210527,55.0,10.0,57.0,267525.0,5692.021276595745,47.0,1172966.2999999998,9614.477868852457,122.0,0.4555978375174878,,,,,,,,,,,,,,,61,TRANSACTION,1383,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4939,6798,61,50.446575342465756,F,6798,5628,OWNER,1645404.9000000013,5256.884664536747,313.0,,,144.97222222222226,3757.0,,14.600000000000017,,8864.777108433735,,,54.0,44.0,,49.0,,166.0,7330.2739130434775,,4052.6434343434307,115.0,,198.0,354711.7,5216.348529411765,68.0,1115356.5999999994,5211.9467289719605,214.0,0.933272064433904,1.028275929612377,3757.0,3757.0,1.0,,,,3757.0,,,,,1.0,,61,MONTHLY,532,6151.0,225420.0,60.0,3757.0,C,844.0,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4940,7814,61,23.002739726027396,F,7814,6472,OWNER,4900473.300000002,12862.134645669294,381.0,,,249.76101694915252,3597.0,,14.600000000000017,,18913.22265625,,,59.0,12.0,,54.0,,256.0,20493.660330578507,13135.777777777776,8695.769642857149,121.0,36.0,224.0,1009727.4,12313.748780487806,82.0,3006680.0000000014,12633.109243697483,238.0,1.0102751711978235,0.96438439331485,3597.0,3597.0,1.0,,,,3597.0,,,,,1.0,,61,MONTHLY,403,6315.0,43164.0,12.0,3597.0,A,766.0,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4941,8074,61,40.26301369863014,M,8074,6686,OWNER,2145329.500000001,11411.32712765958,188.0,,,158.36764705882356,4853.800000000001,,14.600000000000007,,18418.37168141593,,,34.0,12.0,,29.0,,113.0,15703.369565217396,11920.380952380952,8280.295918367347,69.0,21.0,98.0,762932.4000000001,11559.581818181821,66.0,2145329.500000001,11411.32712765958,188.0,0.97131811398887,,4853.8,4853.8,1.0,,,,4853.8,,,,,1.0,,61,MONTHLY,1135,6353.0,116496.0,24.0,4854.0,C,1819.0,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4942,11083,61,45.23835616438356,M,10775,8998,OWNER,1835505.100000002,8824.54375000001,208.0,,,93.23442622950822,,,14.600000000000007,11.615384615384615,17257.150943396227,,,61.0,,,28.0,13.0,106.0,9034.448514851485,12358.25,8324.846464646462,101.0,8.0,99.0,284850.5,4911.21551724138,58.0,1810205.1000000015,9005.995522388068,201.0,0.4192548389371009,26.854581027667972,3798.1,3798.1,1.0,,,3798.1,,,,,1.0,,,61,MONTHLY,873,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4943,11886,61,57.33972602739726,F,11578,9656,OWNER,5595682.399999997,11633.435343035337,481.0,10721.0,,207.90322580645162,5813.5,,14.600000000000017,,17364.14440433213,59.0,,62.0,24.0,,59.0,,277.0,15651.622222222219,13002.357142857143,8843.679120879135,180.0,28.0,273.0,838095.4999999999,9745.296511627908,86.0,2629889.600000001,9886.803007518803,266.0,0.8821775597917708,0.7294722705748747,16534.5,8267.25,2.0,10721.0,,,5813.5,,1.0,,,1.0,,61,MONTHLY,317,6965.0,139536.0,24.0,5814.0,A,893.0,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4944,13968,61,30.73972602739726,M,13660,11359,OWNER,2948081.4000000036,7799.157142857152,378.0,4518.0,,164.00392156862742,4502.300000000001,,14.600000000000012,,12005.336322869956,46.0,,51.0,12.0,,46.0,,223.0,14535.011538461538,9843.0,5191.55424354244,104.0,3.0,271.0,670859.9999999999,7061.684210526315,95.0,2084672.4000000013,7263.66689895471,287.0,0.9459141446777984,0.9764587671142534,9274.3,3091.433333333333,3.0,4518.0,,,4502.3,254.0,1.0,,,1.0,1.0,61,MONTHLY,638,7305.0,54024.0,12.0,4502.0,A,1313.0,1247.0,classic,893.0,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4945,302,56,27.87397260273973,M,302,250,OWNER,250434.50000000012,2529.641414141415,99.0,3066.0,,163.7421052631579,,,14.599999999999996,,3943.7058823529414,15.0,,19.0,,,14.0,,51.0,3250.8717391304353,,1903.6679245283026,46.0,,53.0,162895.80000000002,2327.082857142857,70.0,250434.50000000012,2529.641414141415,99.0,1.860843261323278,,3066.0,3066.0,1.0,3066.0,,,,,1.0,,,,,56,MONTHLY,1590,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4946,352,56,58.386301369863006,M,352,290,OWNER,4172353.100000002,8497.664154786155,491.0,2653.0,,205.50166666666655,2577.0,,14.600000000000017,,14290.279411764706,56.0,,60.0,48.0,,55.0,,272.0,13154.894374999998,12671.484848484848,5534.936241610744,160.0,33.0,298.0,409985.7,4823.361176470587,85.0,2023107.1000000015,6952.2580756013795,291.0,0.3828905283401172,0.7071499783119455,8504.0,2834.666666666666,3.0,2653.0,,,2577.0,3274.0,1.0,,,1.0,1.0,56,MONTHLY,335,5032.0,123696.0,48.0,2577.0,A,671.0,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4947,601,56,32.83013698630137,M,601,500,OWNER,2034409.7000000027,9875.775242718459,206.0,3267.0,,151.77187500000005,,,14.600000000000007,,16939.517543859653,30.0,,32.0,,,30.0,,114.0,13702.729333333333,14057.4,7431.888888888884,75.0,5.0,126.0,324573.10000000003,4917.774242424243,66.0,2034409.7000000027,9875.775242718459,206.0,1.0530029454732208,,6435.6,2145.2000000000007,3.0,3267.0,,2629.6,,539.0,1.0,,1.0,,1.0,56,MONTHLY,1212,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4948,602,56,33.98082191780822,F,602,500,DISPONENT,2034409.7000000027,9875.775242718459,206.0,3267.0,,151.77187500000005,,,14.600000000000007,,16939.517543859653,30.0,,32.0,,,30.0,,114.0,13702.729333333333,14057.4,7431.888888888884,75.0,5.0,126.0,324573.10000000003,4917.774242424243,66.0,2034409.7000000027,9875.775242718459,206.0,1.0530029454732208,,6435.6,2145.2000000000007,3.0,3267.0,,2629.6,,539.0,1.0,,1.0,,1.0,56,MONTHLY,1212,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4949,957,56,57.063013698630144,F,957,799,OWNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,MONTHLY,282,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4950,958,56,56.7013698630137,M,958,799,DISPONENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,MONTHLY,282,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4951,978,56,30.583561643835612,F,978,815,OWNER,367037.6999999999,1176.4028846153842,312.0,,,69.82166666666669,,,14.600000000000017,,1875.5803108808288,,,60.0,,,59.0,,193.0,1533.0023999999994,,938.0342245989315,125.0,,187.0,76857.2,1200.89375,64.0,220030.60000000012,1182.960215053764,186.0,1.1003225497031486,1.0178195690313403,1949.0,1949.0,1.0,1949.0,,,,,1.0,,,,,56,MONTHLY,236,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4952,979,56,32.14246575342466,M,979,815,DISPONENT,367037.6999999999,1176.4028846153842,312.0,,,69.82166666666669,,,14.600000000000017,,1875.5803108808288,,,60.0,,,59.0,,193.0,1533.0023999999994,,938.0342245989315,125.0,,187.0,76857.2,1200.89375,64.0,220030.60000000012,1182.960215053764,186.0,1.1003225497031486,1.0178195690313403,1949.0,1949.0,1.0,1949.0,,,,,1.0,,,,,56,MONTHLY,236,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4953,1052,56,34.83287671232877,M,1052,874,OWNER,1204572.5,5875.963414634146,205.0,1053.0,,108.28787878787877,,,30.0,,10092.025862068966,28.0,,33.0,,,28.0,,116.0,8201.296052631578,8775.0,4147.260504201679,76.0,10.0,119.0,471899.6999999999,5617.853571428571,84.0,1204572.5,5875.963414634146,205.0,1.111383861019228,,9720.3,3240.1,3.0,1053.0,,1642.3,,7025.0,1.0,,1.0,,1.0,56,WEEKLY,1177,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4954,1053,56,40.60821917808219,F,1053,874,DISPONENT,1204572.5,5875.963414634146,205.0,1053.0,,108.28787878787877,,,30.0,,10092.025862068966,28.0,,33.0,,,28.0,,116.0,8201.296052631578,8775.0,4147.260504201679,76.0,10.0,119.0,471899.6999999999,5617.853571428571,84.0,1204572.5,5875.963414634146,205.0,1.111383861019228,,9720.3,3240.1,3.0,1053.0,,1642.3,,7025.0,1.0,,1.0,,1.0,56,WEEKLY,1177,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4955,1105,56,57.03287671232878,M,1105,917,OWNER,681601.8999999993,3292.7628019323647,207.0,4669.0,,155.56410256410254,,,14.600000000000007,,5162.925,34.0,,39.0,,,34.0,,100.0,3846.036458333334,,2814.2558558558558,96.0,,111.0,234634.00000000003,3724.349206349207,63.0,644486.7999999996,3254.983838383837,198.0,1.1412747933502407,5.539238746494014,4669.0,4669.0,1.0,4669.0,,,,,1.0,,,,,56,MONTHLY,1015,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4956,1106,56,58.89041095890411,F,1106,917,DISPONENT,681601.8999999993,3292.7628019323647,207.0,4669.0,,155.56410256410254,,,14.600000000000007,,5162.925,34.0,,39.0,,,34.0,,100.0,3846.036458333334,,2814.2558558558558,96.0,,111.0,234634.00000000003,3724.349206349207,63.0,644486.7999999996,3254.983838383837,198.0,1.1412747933502407,5.539238746494014,4669.0,4669.0,1.0,4669.0,,,,,1.0,,,,,56,MONTHLY,1015,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4957,1224,56,60.682191780821924,M,1224,1020,OWNER,218714.20000000013,980.7811659192832,223.0,1874.0,10.0,75.64848484848486,,,14.600000000000007,,1538.2735849056603,28.0,28.0,33.0,,,28.0,,106.0,1653.727777777778,,659.9059602649011,72.0,,151.0,66323.4,839.5367088607594,79.0,218714.20000000013,980.7811659192832,223.0,0.7436400840925016,,1989.0,663.0,3.0,1874.0,10.0,,,105.0,1.0,1.0,,,1.0,56,MONTHLY,1194,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4958,1337,56,19.775342465753425,F,1337,1115,OWNER,461295.49999999953,1368.8293768545975,337.0,2293.0,,75.21692307692307,,,14.600000000000017,,2143.8888888888887,64.0,,65.0,,,64.0,,144.0,1796.6600000000005,,1082.9029702970308,135.0,,202.0,75998.99999999999,1461.5192307692307,52.0,248817.60000000033,1405.7491525423745,177.0,0.8789466379848725,1.0089581706988355,2293.0,2293.0,1.0,2293.0,,,,,1.0,,,,,34,MONTHLY,85,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4959,1338,56,15.446575342465751,M,1338,1115,DISPONENT,461295.49999999953,1368.8293768545975,337.0,2293.0,,75.21692307692307,,,14.600000000000017,,2143.8888888888887,64.0,,65.0,,,64.0,,144.0,1796.6600000000005,,1082.9029702970308,135.0,,202.0,75998.99999999999,1461.5192307692307,52.0,248817.60000000033,1405.7491525423745,177.0,0.8789466379848725,1.0089581706988355,2293.0,2293.0,1.0,2293.0,,,,,1.0,,,,,34,MONTHLY,85,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4960,1581,56,35.73972602739725,F,1581,1307,OWNER,665754.5999999996,2474.9241635687717,269.0,3297.0,,88.43265306122454,,,14.600000000000012,,3906.901515151515,44.0,,49.0,,,44.0,,132.0,2780.690163934425,,2221.1591836734688,122.0,,147.0,134445.90000000002,2204.031147540984,61.0,486331.5999999994,2372.3492682926803,205.0,0.7817608384313601,1.002877806079606,3297.0,3297.0,1.0,3297.0,,,,,1.0,,,,,56,MONTHLY,703,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4961,1592,56,70.77260273972603,M,1592,1317,OWNER,775423.5999999994,2602.0926174496626,298.0,3493.0,,117.1781818181818,,6732.0,14.600000000000017,,2438.227848101266,53.0,,55.0,,58.0,53.0,,79.0,3491.235087719299,,2051.2108695652164,114.0,,184.0,178147.50000000003,2783.5546875000014,64.0,504191.0999999997,2598.923195876287,194.0,1.0887581016290349,1.0527729593675044,3493.0,3493.0,1.0,3493.0,,,,,1.0,,,,,56,MONTHLY,413,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4962,1593,56,73.63835616438357,F,1593,1317,DISPONENT,775423.5999999994,2602.0926174496626,298.0,3493.0,,117.1781818181818,,6732.0,14.600000000000017,,2438.227848101266,53.0,,55.0,,58.0,53.0,,79.0,3491.235087719299,,2051.2108695652164,114.0,,184.0,178147.50000000003,2783.5546875000014,64.0,504191.0999999997,2598.923195876287,194.0,1.0887581016290349,1.0527729593675044,3493.0,3493.0,1.0,3493.0,,,,,1.0,,,,,56,MONTHLY,413,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4963,1594,56,59.2986301369863,M,1594,1318,OWNER,378125.6,6633.78245614035,57.0,8677.0,2015.0,111.32,5154.0,,14.6,,9814.484848484848,4.0,4.0,10.0,2.0,,4.0,,33.0,7929.276923076923,20453.0,4519.255172413794,26.0,2.0,29.0,377925.6,6748.671428571428,56.0,378125.6,6633.78245614035,57.0,1889.628,,18352.0,3670.4,5.0,8677.0,2015.0,,5154.0,1253.0,1.0,1.0,,1.0,2.0,56,MONTHLY,1816,5226.0,185544.0,36.0,5154.0,C,2109.0,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4964,1595,56,44.073972602739715,F,1595,1319,OWNER,799353.2999999998,8881.703333333333,90.0,6185.0,1362.0,219.09285714285718,,,100.0,,14551.26,9.0,9.0,14.0,,,8.0,,50.0,12331.332352941177,10604.5,6645.907407407409,34.0,2.0,54.0,721518.5999999999,9018.982499999998,80.0,799353.2999999998,8881.703333333333,90.0,9.269883483844607,,8431.0,2810.333333333333,3.0,6185.0,1362.0,,,884.0,1.0,1.0,,,1.0,56,TRANSACTION,1680,,,,,,,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
