;account_id;sum_order_amount_by_account_id;mean_order_amount_by_account_id;total_nbr_orders;mean_order_amount_of Household;mean_order_amount_of Insurance payment;mean_order_amount_of Leasing;mean_order_amount_of Loan payment;mean_order_amount_of Unknown_Order_Type;nbr_orders Household;nbr_orders Insurance payment;nbr_orders Leasing;nbr_orders Loan payment;nbr_orders Unknown_Order_Type
2899;3605;5482.0;1827.3333333333333;3;4410.0;803.0;;;269.0;1.0;1.0;;;1.0
2900;3608;7610.0;3805.0;2;3124.0;;;4486.0;;1.0;;;1.0;
2901;3609;6366.0;3183.0;2;2128.0;;;;4238.0;1.0;;;;1.0
2902;3610;2635.0;1317.5;2;1317.5;;;;;2.0;;;;
2903;3612;8167.0;2041.75;4;676.0;4262.0;819.0;;2410.0;1.0;1.0;1.0;;1.0
2904;3613;6174.0;3087.0;2;4030.0;;;;2144.0;1.0;;;;1.0
2905;3614;8563.7;2140.925;4;1214.0;2886.0;3382.7;;1081.0;1.0;1.0;1.0;;1.0
2906;3615;3781.0;3781.0;1;3781.0;;;;;1.0;;;;
2907;3617;3243.0;1081.0;3;57.0;1389.0;;;1797.0;1.0;1.0;;;1.0
2908;3618;9638.0;4819.0;2;8812.0;;;;826.0;1.0;;;;1.0
2909;3621;5319.0;5319.0;1;5319.0;;;;;1.0;;;;
2910;3622;11984.0;5992.0;2;9698.0;;;;2286.0;1.0;;;;1.0
2911;3623;2595.0;1297.5;2;2490.0;;;;105.0;1.0;;;;1.0
2912;3624;11953.0;11953.0;1;11953.0;;;;;1.0;;;;
2913;3625;2011.0;1005.5;2;1005.5;;;;;2.0;;;;
2914;3626;8224.0;4112.0;2;3068.0;;;;5156.0;1.0;;;;1.0
2915;3628;3323.0;1107.6666666666667;3;1791.0;1343.0;;;189.0;1.0;1.0;;;1.0
2916;3629;13649.5;3412.375;4;1894.0;8742.0;;2645.5;368.0;1.0;1.0;;1.0;1.0
2917;3631;3407.0;3407.0;1;3407.0;;;;;1.0;;;;
2918;3632;2544.0;2544.0;1;;;2544.0;;;;;1.0;;
2919;3633;7836.0;3918.0;2;7037.0;;;;799.0;1.0;;;;1.0
2920;3634;4851.1;4851.1;1;;;4851.1;;;;;1.0;;
2921;3635;2538.0;1269.0;2;2045.0;;;;493.0;1.0;;;;1.0
2922;3636;6515.0;2171.6666666666665;3;40.0;4744.0;;;1731.0;1.0;1.0;;;1.0
2923;3637;6265.0;2088.3333333333335;3;4877.0;;;1169.0;219.0;1.0;;;1.0;1.0
2924;3638;14417.0;14417.0;1;14417.0;;;;;1.0;;;;
2925;3639;3358.0;3358.0;1;3358.0;;;;;1.0;;;;
2926;3640;2040.0;2040.0;1;2040.0;;;;;1.0;;;;
2927;3641;2163.0;2163.0;1;2163.0;;;;;1.0;;;;
2928;3644;2304.0;2304.0;1;2304.0;;;;;1.0;;;;
2929;3645;9672.0;4836.0;2;7021.0;;;;2651.0;1.0;;;;1.0
2930;3646;6037.0;3018.5;2;2855.0;;;;3182.0;1.0;;;;1.0
2931;3647;5842.0;5842.0;1;5842.0;;;;;1.0;;;;
2932;3648;2469.0;823.0;3;1812.0;17.0;;;640.0;1.0;1.0;;;1.0
2933;3649;6472.0;3236.0;2;6468.0;;;;4.0;1.0;;;;1.0
2934;3650;7858.0;7858.0;1;7858.0;;;;;1.0;;;;
2935;3651;2728.0;2728.0;1;2728.0;;;;;1.0;;;;
2936;3652;3005.0;3005.0;1;3005.0;;;;;1.0;;;;
2937;3653;5336.0;2668.0;2;4128.0;;;;1208.0;1.0;;;;1.0
2938;3654;6946.0;6946.0;1;6946.0;;;;;1.0;;;;
2939;3655;6996.0;2332.0;3;2945.0;1124.0;;;2927.0;1.0;1.0;;;1.0
2940;3657;1533.0;1533.0;1;1533.0;;;;;1.0;;;;
2941;3659;7694.0;1923.5;4;1672.0;2205.0;;;1908.5;1.0;1.0;;;2.0
2942;3661;3310.0;3310.0;1;3310.0;;;;;1.0;;;;
2943;3663;7862.0;7862.0;1;7862.0;;;;;1.0;;;;
2944;3664;5658.0;5658.0;1;;;;5658.0;;;;;1.0;
2945;3665;10210.8;3403.6;3;4351.0;;3394.8;;2465.0;1.0;;1.0;;1.0
2946;3667;2975.0;2975.0;1;2975.0;;;;;1.0;;;;
2947;3669;5442.0;1814.0;3;2057.0;2087.0;;;1298.0;1.0;1.0;;;1.0
2948;3670;2961.0;2961.0;1;2961.0;;;;;1.0;;;;
2949;3671;2777.0;2777.0;1;2777.0;;;;;1.0;;;;
2950;3672;5345.0;2672.5;2;2388.0;;;;2957.0;1.0;;;;1.0
2951;3673;1939.0;1939.0;1;1939.0;;;;;1.0;;;;
2952;3674;11471.7;5735.85;2;9503.0;;;1968.7;;1.0;;;1.0;
2953;3675;7824.0;7824.0;1;7824.0;;;;;1.0;;;;
2954;3676;3319.0;3319.0;1;3319.0;;;;;1.0;;;;
2955;3677;2283.0;2283.0;1;2283.0;;;;;1.0;;;;
2956;3678;5269.0;5269.0;1;;;;5269.0;;;;;1.0;
2957;3679;18285.0;6095.0;3;3869.0;;;9268.0;5148.0;1.0;;;1.0;1.0
2958;3680;3500.0;1750.0;2;1750.0;;;;;2.0;;;;
2959;3681;7797.0;7797.0;1;7797.0;;;;;1.0;;;;
2960;3682;2761.0;2761.0;1;2761.0;;;;;1.0;;;;
2961;3683;3114.0;3114.0;1;3114.0;;;;;1.0;;;;
2962;3684;3365.0;3365.0;1;3365.0;;;;;1.0;;;;
2963;3686;2054.0;2054.0;1;2054.0;;;;;1.0;;;;
2964;3687;5106.0;5106.0;1;5106.0;;;;;1.0;;;;
2965;3689;4609.9;4609.9;1;;;4609.9;;;;;1.0;;
2966;3690;4514.0;4514.0;1;4514.0;;;;;1.0;;;;
2967;3691;3267.0;3267.0;1;3267.0;;;;;1.0;;;;
2968;3692;3263.0;3263.0;1;3263.0;;;;;1.0;;;;
2969;3693;8992.0;8992.0;1;8992.0;;;;;1.0;;;;
2970;3694;4492.0;4492.0;1;4492.0;;;;;1.0;;;;
2971;3695;8101.0;8101.0;1;8101.0;;;;;1.0;;;;
2972;3696;4714.0;2357.0;2;3581.0;;1133.0;;;1.0;;1.0;;
2973;3697;5932.0;2966.0;2;300.0;;;;5632.0;1.0;;;;1.0
2974;3699;7085.0;7085.0;1;7085.0;;;;;1.0;;;;
2975;3700;5230.0;5230.0;1;5230.0;;;;;1.0;;;;
2976;3701;2844.0;2844.0;1;2844.0;;;;;1.0;;;;
2977;3702;10068.0;5034.0;2;9650.0;;418.0;;;1.0;;1.0;;
2978;3703;2012.0;1006.0;2;1820.0;;;;192.0;1.0;;;;1.0
2979;3704;3046.0;3046.0;1;3046.0;;;;;1.0;;;;
2980;3706;4298.0;4298.0;1;4298.0;;;;;1.0;;;;
2981;3709;7625.0;1906.25;4;5579.0;255.0;;;895.5;1.0;1.0;;;2.0
2982;3710;4633.0;4633.0;1;4633.0;;;;;1.0;;;;
2983;3711;7683.2;7683.2;1;;;;7683.2;;;;;1.0;
2984;3712;2499.0;2499.0;1;2499.0;;;;;1.0;;;;
2985;3714;4233.0;1058.25;4;3217.0;77.0;;;469.5;1.0;1.0;;;2.0
2986;3717;12285.2;6142.6;2;10727.0;;1558.2;;;1.0;;1.0;;
2987;3718;2107.0;2107.0;1;2107.0;;;;;1.0;;;;
2988;3719;3197.0;3197.0;1;3197.0;;;;;1.0;;;;
2989;3720;2957.0;2957.0;1;2957.0;;;;;1.0;;;;
2990;3721;2260.0;1130.0;2;2128.0;;;;132.0;1.0;;;;1.0
2991;3722;8123.0;8123.0;1;8123.0;;;;;1.0;;;;
2992;3724;2597.0;2597.0;1;;;;2597.0;;;;;1.0;
2993;3725;7642.0;7642.0;1;7642.0;;;;;1.0;;;;
2994;3726;9373.0;4686.5;2;6785.0;;;;2588.0;1.0;;;;1.0
2995;3727;8464.0;2821.3333333333335;3;6598.0;1030.0;;;836.0;1.0;1.0;;;1.0
2996;3729;2941.0;2941.0;1;2941.0;;;;;1.0;;;;
2997;3730;1944.0;1944.0;1;1944.0;;;;;1.0;;;;
2998;3731;1974.0;1974.0;1;1974.0;;;;;1.0;;;;
2999;3732;1668.0;1668.0;1;1668.0;;;;;1.0;;;;
3000;3733;11123.0;11123.0;1;11123.0;;;;;1.0;;;;
3001;3735;7475.0;3737.5;2;6302.0;;;;1173.0;1.0;;;;1.0
3002;3736;3500.0;3500.0;1;3500.0;;;;;1.0;;;;
3003;3737;3834.0;1917.0;2;1917.0;;;;;2.0;;;;
3004;3738;5750.0;5750.0;1;5750.0;;;;;1.0;;;;
3005;3741;4228.0;4228.0;1;4228.0;;;;;1.0;;;;
3006;3742;2969.0;2969.0;1;2969.0;;;;;1.0;;;;
3007;3743;7510.0;1877.5;4;5478.0;757.0;885.0;;390.0;1.0;1.0;1.0;;1.0
3008;3745;12310.0;6155.0;2;11469.0;;;;841.0;1.0;;;;1.0
3009;3746;6242.0;2080.6666666666665;3;4353.0;;1333.0;;556.0;1.0;;1.0;;1.0
3010;3747;12081.0;3020.25;4;2389.0;1500.0;;6365.0;1827.0;1.0;1.0;;1.0;1.0
3011;3748;2128.0;1064.0;2;308.0;;;;1820.0;1.0;;;;1.0
3012;3749;3904.0;3904.0;1;3904.0;;;;;1.0;;;;
3013;3750;7774.0;7774.0;1;7774.0;;;;;1.0;;;;
3014;3751;3156.0;1578.0;2;110.0;;;;3046.0;1.0;;;;1.0
3015;3752;4765.0;2382.5;2;3218.0;;;1547.0;;1.0;;;1.0;
3016;3753;1540.0;1540.0;1;1540.0;;;;;1.0;;;;
3017;3754;9829.0;1965.8;5;3976.0;913.0;;2856.0;1042.0;1.0;1.0;;1.0;2.0
3018;3755;16456.1;8228.05;2;13500.0;;2956.1;;;1.0;;1.0;;
3019;3756;9023.0;9023.0;1;9023.0;;;;;1.0;;;;
3020;3757;6952.0;1738.0;4;987.0;803.0;;;2581.0;1.0;1.0;;;2.0
3021;3758;4009.0;4009.0;1;4009.0;;;;;1.0;;;;
3022;3759;1642.0;1642.0;1;1642.0;;;;;1.0;;;;
3023;3760;2947.8;2947.8;1;;;2947.8;;;;;1.0;;
3024;3763;6855.0;3427.5;2;3232.0;;;;3623.0;1.0;;;;1.0
3025;3764;2506.0;2506.0;1;2506.0;;;;;1.0;;;;
3026;3765;2070.0;690.0;3;617.0;691.0;;;762.0;1.0;1.0;;;1.0
3027;3766;9546.0;9546.0;1;9546.0;;;;;1.0;;;;
3028;3767;4536.0;2268.0;2;881.0;;;;3655.0;1.0;;;;1.0
3029;3769;2050.0;2050.0;1;2050.0;;;;;1.0;;;;
3030;3770;9060.0;9060.0;1;9060.0;;;;;1.0;;;;
3031;3771;1152.0;1152.0;1;;;1152.0;;;;;1.0;;
3032;3772;7775.0;7775.0;1;7775.0;;;;;1.0;;;;
3033;3773;3146.0;3146.0;1;3146.0;;;;;1.0;;;;
3034;3774;8626.0;4313.0;2;5745.0;;;;2881.0;1.0;;;;1.0
3035;3775;2448.0;2448.0;1;2448.0;;;;;1.0;;;;
3036;3776;7000.0;3500.0;2;4739.0;;;;2261.0;1.0;;;;1.0
3037;3777;2148.0;716.0;3;1039.0;102.0;;;1007.0;1.0;1.0;;;1.0
3038;3778;4550.0;2275.0;2;3035.0;;1515.0;;;1.0;;1.0;;
3039;3779;3981.0;1327.0;3;159.0;2969.0;;;853.0;1.0;1.0;;;1.0
3040;3780;1611.0;805.5;2;805.5;;;;;2.0;;;;
3041;3781;7701.0;7701.0;1;7701.0;;;;;1.0;;;;
3042;3782;13951.0;4650.333333333333;3;553.0;10608.0;;;2790.0;1.0;1.0;;;1.0
3043;3783;3041.0;3041.0;1;3041.0;;;;;1.0;;;;
3044;3784;4943.0;2471.5;2;1583.0;;;;3360.0;1.0;;;;1.0
3045;3785;6502.0;6502.0;1;6502.0;;;;;1.0;;;;
3046;3787;6360.0;3180.0;2;4407.0;;1953.0;;;1.0;;1.0;;
3047;3789;11244.0;11244.0;1;11244.0;;;;;1.0;;;;
3048;3791;7862.0;2620.6666666666665;3;3682.0;1033.0;;;3147.0;1.0;1.0;;;1.0
3049;3792;3518.0;3518.0;1;3518.0;;;;;1.0;;;;
3050;3793;5706.0;5706.0;1;5706.0;;;;;1.0;;;;
3051;3794;4536.0;4536.0;1;4536.0;;;;;1.0;;;;
3052;3795;9098.0;4549.0;2;2419.0;;;;6679.0;1.0;;;;1.0
3053;3796;8301.0;8301.0;1;8301.0;;;;;1.0;;;;
3054;3798;9895.0;4947.5;2;1258.0;;;;8637.0;1.0;;;;1.0
3055;3799;6312.0;1578.0;4;4673.0;136.0;;;751.5;1.0;1.0;;;2.0
3056;3800;4928.0;2464.0;2;1294.0;;;;3634.0;1.0;;;;1.0
3057;3802;3276.0;3276.0;1;3276.0;;;;;1.0;;;;
3058;3803;5188.0;5188.0;1;5188.0;;;;;1.0;;;;
3059;3804;10371.7;3457.2333333333336;3;643.0;;;5270.7;4458.0;1.0;;;1.0;1.0
3060;3805;5908.0;5908.0;1;5908.0;;;;;1.0;;;;
3061;3806;5712.0;1904.0;3;3216.0;18.0;;;2478.0;1.0;1.0;;;1.0
3062;3807;4828.0;4828.0;1;4828.0;;;;;1.0;;;;
3063;3808;6733.0;3366.5;2;1966.0;;;;4767.0;1.0;;;;1.0
3064;3809;3586.0;1195.3333333333333;3;1965.0;2.0;;;1619.0;1.0;1.0;;;1.0
3065;3810;2862.0;2862.0;1;2862.0;;;;;1.0;;;;
3066;3811;2515.0;2515.0;1;2515.0;;;;;1.0;;;;
3067;3812;2125.0;2125.0;1;2125.0;;;;;1.0;;;;
3068;3813;6873.0;2291.0;3;5645.0;333.0;;;895.0;1.0;1.0;;;1.0
3069;3815;3162.4;3162.4;1;;;3162.4;;;;;1.0;;
3070;3817;6529.0;6529.0;1;6529.0;;;;;1.0;;;;
3071;3818;9135.0;3045.0;3;3596.0;4065.0;;;1474.0;1.0;1.0;;;1.0
3072;3819;7102.0;7102.0;1;7102.0;;;;;1.0;;;;
3073;3820;8054.0;8054.0;1;8054.0;;;;;1.0;;;;
3074;3822;11657.0;11657.0;1;11657.0;;;;;1.0;;;;
3075;3824;6198.0;6198.0;1;6198.0;;;;;1.0;;;;
3076;3826;4518.0;4518.0;1;4518.0;;;;;1.0;;;;
3077;3828;2010.0;2010.0;1;2010.0;;;;;1.0;;;;
3078;3830;5498.0;5498.0;1;5498.0;;;;;1.0;;;;
3079;3832;4336.0;2168.0;2;160.0;;;;4176.0;1.0;;;;1.0
3080;3833;6760.0;6760.0;1;6760.0;;;;;1.0;;;;
3081;3834;8861.0;1772.2;5;3114.0;3189.0;;1921.0;318.5;1.0;1.0;;1.0;2.0
3082;3835;7584.0;3792.0;2;6337.0;;;;1247.0;1.0;;;;1.0
3083;3836;8995.0;2998.3333333333335;3;2676.0;5308.0;;;1011.0;1.0;1.0;;;1.0
3084;3837;1377.6;1377.6;1;;;1377.6;;;;;1.0;;
3085;3839;3072.1;3072.1;1;;;3072.1;;;;;1.0;;
3086;3840;2559.0;2559.0;1;2559.0;;;;;1.0;;;;
3087;3841;1663.0;831.5;2;831.5;;;;;2.0;;;;
3088;3842;2776.0;2776.0;1;2776.0;;;;;1.0;;;;
3089;3844;2260.0;2260.0;1;2260.0;;;;;1.0;;;;
3090;3845;8866.0;8866.0;1;8866.0;;;;;1.0;;;;
3091;3846;2016.0;2016.0;1;2016.0;;;;;1.0;;;;
3092;3847;6390.0;2130.0;3;5500.0;883.0;;;7.0;1.0;1.0;;;1.0
3093;3848;7241.0;7241.0;1;7241.0;;;;;1.0;;;;
3094;3849;4447.0;4447.0;1;4447.0;;;;;1.0;;;;
3095;3850;7157.0;3578.5;2;2037.0;;;;5120.0;1.0;;;;1.0
3096;3851;10799.0;5399.5;2;1294.0;;;;9505.0;1.0;;;;1.0
3097;3852;3364.0;1682.0;2;1682.0;;;;;2.0;;;;
3098;3854;2220.0;1110.0;2;1290.0;;;;930.0;1.0;;;;1.0
3099;3855;7323.0;2441.0;3;950.0;795.0;;;5578.0;1.0;1.0;;;1.0
3100;3856;2280.0;2280.0;1;2280.0;;;;;1.0;;;;
3101;3857;2183.0;2183.0;1;2183.0;;;;;1.0;;;;
3102;3859;5120.2;5120.2;1;;;;5120.2;;;;;1.0;
3103;3860;9571.5;4785.75;2;8323.0;;1248.5;;;1.0;;1.0;;
3104;3861;4227.0;4227.0;1;4227.0;;;;;1.0;;;;
3105;3862;13412.8;4470.933333333333;3;3508.0;;;2080.8;7824.0;1.0;;;1.0;1.0
3106;3863;8504.0;8504.0;1;8504.0;;;;;1.0;;;;
3107;3864;8237.0;2059.25;4;347.0;511.0;;;3689.5;1.0;1.0;;;2.0
3108;3865;5947.0;5947.0;1;5947.0;;;;;1.0;;;;
3109;3867;5476.0;5476.0;1;5476.0;;;;;1.0;;;;
3110;3868;3259.0;3259.0;1;3259.0;;;;;1.0;;;;
3111;3869;7608.5;3804.25;2;6360.0;;1248.5;;;1.0;;1.0;;
3112;3870;3673.0;3673.0;1;3673.0;;;;;1.0;;;;
3113;3871;1658.0;829.0;2;829.0;;;;;2.0;;;;
3114;3872;13325.2;2665.04;5;1691.0;5301.0;;2502.2;1915.5;1.0;1.0;;1.0;2.0
3115;3874;5861.0;5861.0;1;5861.0;;;;;1.0;;;;
3116;3875;6413.7;6413.7;1;;;;6413.7;;;;;1.0;
3117;3876;12056.0;12056.0;1;12056.0;;;;;1.0;;;;
3118;3877;3711.0;3711.0;1;3711.0;;;;;1.0;;;;
3119;3878;1934.0;644.6666666666666;3;216.0;70.0;;;1648.0;1.0;1.0;;;1.0
3120;3880;1942.0;1942.0;1;1942.0;;;;;1.0;;;;
3121;3881;4507.0;2253.5;2;1319.0;;;;3188.0;1.0;;;;1.0
3122;3882;2164.0;541.0;4;1608.0;77.0;;;239.5;1.0;1.0;;;2.0
3123;3884;5011.0;5011.0;1;5011.0;;;;;1.0;;;;
3124;3885;1176.0;1176.0;1;;;1176.0;;;;;1.0;;
3125;3887;2013.0;2013.0;1;2013.0;;;;;1.0;;;;
3126;3889;1940.0;970.0;2;173.0;;;;1767.0;1.0;;;;1.0
3127;3890;5467.0;5467.0;1;5467.0;;;;;1.0;;;;
3128;3891;3172.0;3172.0;1;3172.0;;;;;1.0;;;;
3129;3892;2238.0;2238.0;1;2238.0;;;;;1.0;;;;
3130;3893;3035.0;1517.5;2;1501.0;;;;1534.0;1.0;;;;1.0
3131;3894;3366.0;1683.0;2;1683.0;;;;;2.0;;;;
3132;3895;4414.0;4414.0;1;4414.0;;;;;1.0;;;;
3133;3896;4244.0;2122.0;2;2602.0;;;;1642.0;1.0;;;;1.0
3134;3897;5350.0;5350.0;1;5350.0;;;;;1.0;;;;
3135;3898;2650.0;2650.0;1;2650.0;;;;;1.0;;;;
3136;3899;3069.0;3069.0;1;3069.0;;;;;1.0;;;;
3137;3901;932.0;932.0;1;;;932.0;;;;;1.0;;
3138;3902;6435.0;3217.5;2;1016.0;;;;5419.0;1.0;;;;1.0
3139;3903;6583.0;6583.0;1;6583.0;;;;;1.0;;;;
3140;3904;2075.0;2075.0;1;2075.0;;;;;1.0;;;;
3141;3905;7689.0;7689.0;1;7689.0;;;;;1.0;;;;
3142;3906;5577.3;5577.3;1;;;;5577.3;;;;;1.0;
3143;3907;5577.3;5577.3;1;;;;5577.3;;;;;1.0;
3144;3908;2638.0;1319.0;2;1319.0;;;;;2.0;;;;
3145;3909;9609.0;3203.0;3;8279.0;617.0;;;713.0;1.0;1.0;;;1.0
3146;3910;2673.0;2673.0;1;2673.0;;;;;1.0;;;;
3147;3911;1946.0;1946.0;1;1946.0;;;;;1.0;;;;
3148;3912;2728.0;1364.0;2;1364.0;;;;;2.0;;;;
3149;3913;7333.0;7333.0;1;7333.0;;;;;1.0;;;;
3150;3914;6118.0;6118.0;1;6118.0;;;;;1.0;;;;
3151;3915;9510.0;9510.0;1;9510.0;;;;;1.0;;;;
3152;3916;17241.7;4310.425;4;10900.0;2570.0;;2693.7;1078.0;1.0;1.0;;1.0;1.0
3153;3917;6256.0;1564.0;4;2362.0;789.0;;;1552.5;1.0;1.0;;;2.0
3154;3918;4865.0;4865.0;1;4865.0;;;;;1.0;;;;
3155;3919;3521.0;3521.0;1;3521.0;;;;;1.0;;;;
3156;3922;2953.0;2953.0;1;2953.0;;;;;1.0;;;;
3157;3923;5037.0;5037.0;1;5037.0;;;;;1.0;;;;
3158;3924;3093.0;3093.0;1;3093.0;;;;;1.0;;;;
3159;3925;6503.0;3251.5;2;4256.0;;;;2247.0;1.0;;;;1.0
3160;3926;2232.0;2232.0;1;2232.0;;;;;1.0;;;;
3161;3927;3326.0;1663.0;2;1926.0;;;;1400.0;1.0;;;;1.0
3162;3930;9101.0;9101.0;1;9101.0;;;;;1.0;;;;
3163;3932;1593.0;1593.0;1;1593.0;;;;;1.0;;;;
3164;3933;1616.2;1616.2;1;;;1616.2;;;;;1.0;;
3165;3934;2396.0;2396.0;1;2396.0;;;;;1.0;;;;
3166;3935;11462.0;2292.4;5;2648.0;652.0;1184.0;;3489.0;1.0;1.0;1.0;;2.0
3167;3936;2418.0;806.0;3;1859.0;432.0;;;127.0;1.0;1.0;;;1.0
3168;3937;3385.0;3385.0;1;3385.0;;;;;1.0;;;;
3169;3938;3869.0;3869.0;1;3869.0;;;;;1.0;;;;
3170;3939;5177.0;5177.0;1;5177.0;;;;;1.0;;;;
3171;3941;2109.0;1054.5;2;1510.0;;;;599.0;1.0;;;;1.0
3172;3942;16410.5;8205.25;2;13428.0;;;2982.5;;1.0;;;1.0;
3173;3943;1942.0;1942.0;1;1942.0;;;;;1.0;;;;
3174;3944;4503.0;2251.5;2;1165.0;;;;3338.0;1.0;;;;1.0
3175;3946;9439.0;4719.5;2;4832.0;;;;4607.0;1.0;;;;1.0
3176;3947;3088.0;1544.0;2;2469.0;;;;619.0;1.0;;;;1.0
3177;3948;5273.0;1318.25;4;314.0;1969.0;;;1495.0;1.0;1.0;;;2.0
3178;3950;8140.0;4070.0;2;6955.0;;1185.0;;;1.0;;1.0;;
3179;3951;7284.0;7284.0;1;;;;7284.0;;;;;1.0;
3180;3952;1505.0;752.5;2;752.5;;;;;2.0;;;;
3181;3953;5297.7;5297.7;1;;;;5297.7;;;;;1.0;
3182;3954;2014.0;2014.0;1;2014.0;;;;;1.0;;;;
3183;3955;5126.0;2563.0;2;4129.0;;;;997.0;1.0;;;;1.0
3184;3956;6927.0;3463.5;2;6035.0;;;;892.0;1.0;;;;1.0
3185;3959;1680.6;1680.6;1;;;1680.6;;;;;1.0;;
3186;3960;3204.0;3204.0;1;3204.0;;;;;1.0;;;;
3187;3961;2309.0;2309.0;1;2309.0;;;;;1.0;;;;
3188;3963;3642.0;1214.0;3;3477.0;70.0;;;95.0;1.0;1.0;;;1.0
3189;3964;2146.0;2146.0;1;2146.0;;;;;1.0;;;;
3190;3966;1754.0;1754.0;1;1754.0;;;;;1.0;;;;
3191;3967;2349.5;2349.5;1;;;;2349.5;;;;;1.0;
3192;3969;4299.0;4299.0;1;4299.0;;;;;1.0;;;;
3193;3970;8957.0;8957.0;1;8957.0;;;;;1.0;;;;
3194;3971;11795.0;2948.75;4;9510.0;857.0;;;714.0;1.0;1.0;;;2.0
3195;3972;9024.0;4512.0;2;7012.0;;;;2012.0;1.0;;;;1.0
3196;3973;6941.0;6941.0;1;6941.0;;;;;1.0;;;;
3197;3974;4670.0;4670.0;1;4670.0;;;;;1.0;;;;
3198;3975;2269.0;2269.0;1;2269.0;;;;;1.0;;;;
3199;3976;2414.0;1207.0;2;1207.0;;;;;2.0;;;;
3200;3977;2974.0;2974.0;1;2974.0;;;;;1.0;;;;
3201;3978;6305.0;2101.6666666666665;3;3616.0;1997.0;;;692.0;1.0;1.0;;;1.0
3202;3979;6256.0;6256.0;1;6256.0;;;;;1.0;;;;
3203;3980;3631.0;1815.5;2;1367.0;;;;2264.0;1.0;;;;1.0
3204;3981;2264.0;754.6666666666666;3;1383.0;545.0;;;336.0;1.0;1.0;;;1.0
3205;3982;2153.0;2153.0;1;2153.0;;;;;1.0;;;;
3206;3984;1803.0;1803.0;1;1803.0;;;;;1.0;;;;
3207;3985;2007.0;2007.0;1;2007.0;;;;;1.0;;;;
3208;3986;6609.0;3304.5;2;3960.0;;;;2649.0;1.0;;;;1.0
3209;3987;6518.0;3259.0;2;4992.0;;1526.0;;;1.0;;1.0;;
3210;3989;2097.0;2097.0;1;2097.0;;;;;1.0;;;;
3211;3990;10312.0;10312.0;1;10312.0;;;;;1.0;;;;
3212;3991;1937.0;1937.0;1;1937.0;;;;;1.0;;;;
3213;3992;6738.0;6738.0;1;6738.0;;;;;1.0;;;;
3214;3993;7616.0;7616.0;1;7616.0;;;;;1.0;;;;
3215;3995;4999.0;1666.3333333333333;3;3601.0;983.0;;;415.0;1.0;1.0;;;1.0
3216;3996;1511.0;1511.0;1;1511.0;;;;;1.0;;;;
3217;3998;3883.0;1941.5;2;2364.0;;;;1519.0;1.0;;;;1.0
3218;3999;7701.0;2567.0;3;4806.0;563.0;;;2332.0;1.0;1.0;;;1.0
3219;4003;7601.5;3800.75;2;3786.0;;3815.5;;;1.0;;1.0;;
3220;4010;7772.0;3886.0;2;5948.0;;1824.0;;;1.0;;1.0;;
3221;4013;7689.0;3844.5;2;6686.0;;1003.0;;;1.0;;1.0;;
3222;4026;14949.4;4983.133333333333;3;2618.0;;2620.4;;9711.0;1.0;;1.0;;1.0
3223;4033;6058.0;2019.3333333333333;3;1494.0;;;1756.0;2808.0;1.0;;;1.0;1.0
3224;4047;2988.0;2988.0;1;;;2988.0;;;;;1.0;;
3225;4052;2948.0;2948.0;1;;;;2948.0;;;;;1.0;
3226;4059;5652.0;5652.0;1;;;;5652.0;;;;;1.0;
3227;4066;17363.5;5787.833333333333;3;6893.0;;3224.5;;7246.0;1.0;;1.0;;1.0
3228;4071;11350.0;5675.0;2;10272.0;;1078.0;;;1.0;;1.0;;
3229;4079;8860.0;2215.0;4;5009.0;321.0;;3312.0;218.0;1.0;1.0;;1.0;1.0
3230;4081;5746.0;5746.0;1;;;;5746.0;;;;;1.0;
3231;4088;7890.7;1972.675;4;3315.0;3.0;4235.7;;337.0;1.0;1.0;1.0;;1.0
3232;4091;5339.0;1779.6666666666667;3;4247.0;;907.0;;185.0;1.0;;1.0;;1.0
3233;4099;4499.0;1124.75;4;1926.0;1298.0;;872.0;403.0;1.0;1.0;;1.0;1.0
3234;4116;18648.2;9324.1;2;14448.0;;;4200.2;;1.0;;;1.0;
3235;4127;15595.2;3898.8;4;11105.0;69.0;;4200.2;221.0;1.0;1.0;;1.0;1.0
3236;4131;8190.1;2730.0333333333333;3;974.0;;2520.1;;4696.0;1.0;;1.0;;1.0
3237;4134;7103.0;3551.5;2;5932.0;;1171.0;;;1.0;;1.0;;
3238;4143;1896.0;1896.0;1;;;1896.0;;;;;1.0;;
3239;4144;14668.7;7334.35;2;8753.0;;;5915.7;;1.0;;;1.0;
3240;4150;6023.0;1505.75;4;3006.0;75.0;1273.0;;1669.0;1.0;1.0;1.0;;1.0
3241;4171;16947.8;8473.9;2;14336.0;;2611.8;;;1.0;;1.0;;
3242;4186;7922.0;3961.0;2;7028.0;;894.0;;;1.0;;1.0;;
3243;4190;12006.0;3001.5;4;2901.0;1242.0;;6763.0;1100.0;1.0;1.0;;1.0;1.0
3244;4237;1960.5;1960.5;1;;;1960.5;;;;;1.0;;
3245;4245;6197.0;3098.5;2;4534.0;;1663.0;;;1.0;;1.0;;
3246;4253;11469.2;5734.6;2;7344.0;;4125.2;;;1.0;;1.0;;
3247;4259;15089.0;5029.666666666667;3;9516.0;;;3318.0;2255.0;1.0;;;1.0;1.0
3248;4260;16081.5;8040.75;2;12006.0;;;4075.5;;1.0;;;1.0;
